cls,class_name,year,n_filings,n_unique_owners,top10_count,top10_share,hhi
001,Chemicals & Industrial,2015,5798,3522,212,0.03656433252845809,6.123128183155067
001,Chemicals & Industrial,2016,5726,3435,225,0.03929444638491093,6.692271064366947
001,Chemicals & Industrial,2017,6280,3683,237,0.03773885350318471,6.313136435555196
001,Chemicals & Industrial,2018,6018,3697,228,0.03788634097706879,5.911698823988871
001,Chemicals & Industrial,2019,6967,3955,460,0.06602554901679346,14.272826587248064
001,Chemicals & Industrial,2020,7276,4239,260,0.035733919736118745,5.607461524117334
001,Chemicals & Industrial,2021,7455,4381,292,0.03916834339369551,5.543837583965677
001,Chemicals & Industrial,2022,6838,4085,234,0.034220532319391636,5.17855204314345
001,Chemicals & Industrial,2023,6649,4071,230,0.03459166791998797,5.480985734168777
001,Chemicals & Industrial,2024,6809,4212,188,0.027610515494198854,4.7117840824782435
001,Chemicals & Industrial,2025,6834,4248,234,0.03424056189640035,5.07627299300293
002,Paints & Coatings,1985,546,334,133,0.24358974358974358,129.74815172617372
002,Paints & Coatings,1986,456,327,55,0.1206140350877193,45.87950138504155
002,Paints & Coatings,1987,440,318,59,0.1340909090909091,47.72727272727272
002,Paints & Coatings,1988,475,344,58,0.12210526315789473,45.16343490304709
002,Paints & Coatings,1989,611,424,91,0.14893617021276595,54.99288815791236
002,Paints & Coatings,1990,760,515,101,0.13289473684210526,40.82409972299169
002,Paints & Coatings,1991,719,470,112,0.15577190542420027,47.79857668179998
002,Paints & Coatings,1992,774,522,86,0.1111111111111111,37.52445432632921
002,Paints & Coatings,1993,876,561,113,0.12899543378995434,37.295927941452426
002,Paints & Coatings,1994,785,515,105,0.1337579617834395,39.904255750740376
002,Paints & Coatings,1995,1032,604,198,0.19186046511627908,89.78201430202512
002,Paints & Coatings,1996,919,617,117,0.12731229597388466,37.14355742214003
002,Paints & Coatings,1997,953,629,104,0.10912906610703044,31.061132404545653
002,Paints & Coatings,1998,1098,729,141,0.1284153005464481,36.79483478820575
002,Paints & Coatings,1999,1206,791,126,0.1044776119402985,28.643405416257572
002,Paints & Coatings,2000,1227,815,126,0.10268948655256724,25.459489654466964
002,Paints & Coatings,2001,1108,766,119,0.10740072202166065,27.89036739694249
002,Paints & Coatings,2002,1129,746,119,0.1054030115146147,27.84313387063495
002,Paints & Coatings,2003,1301,857,123,0.09454265949269793,24.18171795951911
002,Paints & Coatings,2004,1400,842,179,0.12785714285714286,33.37755102040816
002,Paints & Coatings,2005,1441,916,135,0.0936849410131853,23.98769841862266
002,Paints & Coatings,2006,1353,886,106,0.07834441980783444,20.42489685126644
002,Paints & Coatings,2007,1451,922,128,0.08821502412129566,21.634833459279243
002,Paints & Coatings,2008,1469,958,153,0.10415248468345814,24.944843766870665
002,Paints & Coatings,2009,1220,794,128,0.10491803278688525,27.15667831228165
002,Paints & Coatings,2010,1316,841,159,0.12082066869300911,31.203518075405803
002,Paints & Coatings,2011,1467,926,150,0.10224948875255624,24.66905411439768
002,Paints & Coatings,2012,1308,878,124,0.09480122324159021,23.41506981267944
002,Paints & Coatings,2013,1346,865,110,0.08172362555720654,22.696714054520683
002,Paints & Coatings,2014,1595,1008,205,0.12852664576802508,31.62311691119388
002,Paints & Coatings,2015,1590,1023,168,0.10566037735849057,25.204699181203267
002,Paints & Coatings,2016,1623,1074,169,0.10412815773259396,23.176541467786887
002,Paints & Coatings,2017,1746,1126,190,0.10882016036655212,24.779269651200778
002,Paints & Coatings,2018,1668,1125,172,0.10311750599520383,22.773148387764603
002,Paints & Coatings,2019,2072,1282,337,0.16264478764478765,109.22429600035777
002,Paints & Coatings,2020,2190,1425,213,0.09726027397260274,19.80776047205021
002,Paints & Coatings,2021,2158,1445,265,0.12279888785912882,26.63108411402794
002,Paints & Coatings,2022,1743,1194,166,0.09523809523809523,20.76003382433924
002,Paints & Coatings,2023,1888,1386,179,0.0948093220338983,20.34481829933927
002,Paints & Coatings,2024,2004,1471,124,0.06187624750499002,12.529830558443992
002,Paints & Coatings,2025,2013,1462,116,0.057625434674615006,12.277375400680477
003,Cosmetics & Cleaning,1985,2742,1665,247,0.09008023340627279,18.891905422365227
003,Cosmetics & Cleaning,1986,2721,1706,193,0.07092980521866961,14.401984051251235
003,Cosmetics & Cleaning,1987,2821,1746,235,0.08330379298121234,15.992629341819175
003,Cosmetics & Cleaning,1988,3079,1845,261,0.08476778174732055,16.54915734737123
003,Cosmetics & Cleaning,1989,3519,2019,303,0.08610400682011936,17.26914042157053
003,Cosmetics & Cleaning,1990,4552,2825,239,0.05250439367311072,9.566277284787235
003,Cosmetics & Cleaning,1991,4362,2560,332,0.0761118752865658,13.695243465038502
003,Cosmetics & Cleaning,1992,4514,2584,308,0.06823216659282233,12.473378249796973
003,Cosmetics & Cleaning,1993,4782,2924,234,0.04893350062735257,8.82736583112365
003,Cosmetics & Cleaning,1994,5401,3085,293,0.05424921310868358,9.701824780197155
003,Cosmetics & Cleaning,1995,6079,3276,411,0.0676098042441191,11.986445615267812
003,Cosmetics & Cleaning,1996,6245,3420,391,0.06261008807045637,10.683839305231215
003,Cosmetics & Cleaning,1997,6994,3756,493,0.07048899056334,11.12723034221334
003,Cosmetics & Cleaning,1998,7275,4052,457,0.06281786941580755,10.047495896364001
003,Cosmetics & Cleaning,1999,8501,4661,591,0.06952123279614163,10.986895664869227
003,Cosmetics & Cleaning,2000,8394,4652,549,0.06540385989992852,10.159917146986947
003,Cosmetics & Cleaning,2001,8549,4403,681,0.07965843958357703,14.211456539726722
003,Cosmetics & Cleaning,2002,9029,4740,702,0.07774947391737734,12.200139099666556
003,Cosmetics & Cleaning,2003,9937,5311,806,0.08111099929556204,12.047621865392099
003,Cosmetics & Cleaning,2004,11053,5970,874,0.07907355469103411,10.957052057370877
003,Cosmetics & Cleaning,2005,12113,6324,861,0.07108065714521589,10.213204016017226
003,Cosmetics & Cleaning,2006,11728,6522,754,0.0642905866302865,8.44546649940721
003,Cosmetics & Cleaning,2007,12638,7037,849,0.06717835100490584,8.951218115229892
003,Cosmetics & Cleaning,2008,12026,6835,712,0.05920505571262265,7.181347116725778
003,Cosmetics & Cleaning,2009,10868,6201,666,0.06128082443871918,7.840937707470067
003,Cosmetics & Cleaning,2010,11468,6572,774,0.06749215207534008,8.469146460407442
003,Cosmetics & Cleaning,2011,12351,6956,849,0.06873937333009474,8.539193059333812
003,Cosmetics & Cleaning,2012,12618,7391,802,0.063559993659851,7.814643146412247
003,Cosmetics & Cleaning,2013,13096,7654,815,0.062232742822235794,7.62087609043914
003,Cosmetics & Cleaning,2014,13915,8141,708,0.0508803449514912,5.7904563782288365
003,Cosmetics & Cleaning,2015,15359,9222,673,0.04381795689823556,4.712315697673869
003,Cosmetics & Cleaning,2016,16385,10118,662,0.040402807445834604,4.036641580209353
003,Cosmetics & Cleaning,2017,19431,12397,675,0.03473830477072719,3.31734697387973
003,Cosmetics & Cleaning,2018,22309,14458,596,0.026715675288000357,2.3411089891651167
003,Cosmetics & Cleaning,2019,25522,16594,821,0.0321683253663506,2.6551321133178236
003,Cosmetics & Cleaning,2020,33800,24283,742,0.02195266272189349,1.3574629739855046
003,Cosmetics & Cleaning,2021,29229,20888,632,0.02162236135345034,1.4897795745074032
003,Cosmetics & Cleaning,2022,22580,15865,575,0.02546501328609389,2.0320231343570465
003,Cosmetics & Cleaning,2023,23879,17197,641,0.02684367017044265,2.003431594547143
003,Cosmetics & Cleaning,2024,29337,21140,766,0.02611037256706548,1.8333497434221868
003,Cosmetics & Cleaning,2025,33224,23401,754,0.022694437755839153,1.5640573897215513
004,Lubricants & Fuels,1985,416,263,117,0.28125,188.26275887573965
004,Lubricants & Fuels,1986,372,276,50,0.13440860215053763,53.61891548155857
004,Lubricants & Fuels,1987,362,280,37,0.10220994475138122,45.633527670095525
004,Lubricants & Fuels,1988,371,292,47,0.12668463611859837,47.87817583423544
004,Lubricants & Fuels,1989,464,343,51,0.10991379310344827,41.524227110582636
004,Lubricants & Fuels,1990,578,411,73,0.12629757785467127,42.74374109505393
004,Lubricants & Fuels,1991,573,404,85,0.14834205933682373,51.80779035662398
004,Lubricants & Fuels,1992,564,388,75,0.13297872340425532,45.52084905185856
004,Lubricants & Fuels,1993,627,432,78,0.12440191387559808,40.16493313899509
004,Lubricants & Fuels,1994,664,473,77,0.11596385542168675,39.32900275802004
004,Lubricants & Fuels,1995,813,522,148,0.1820418204182042,116.41998338802578
004,Lubricants & Fuels,1996,923,588,99,0.10725893824485373,32.127090403073495
