cpc_class,decade,total_inventors,n_distinct_surnames,hhi,top5_share
F27,2010,586,533,0.002323847686053419,0.040955631399317405
F28,1980,1801,1476,0.0021997156863621655,0.05774569683509161
F28,1990,1782,1489,0.0015682451148219918,0.04657687991021325
F28,2000,2014,1675,0.001174499457126825,0.04220456802383317
F28,2010,2926,2313,0.0009129266962846126,0.034859876965140126
F28,2020,1881,1558,0.0010381099107700303,0.0329611908559277
F41,1980,2528,1955,0.002006952511616729,0.05814873417721519
F41,1990,3832,2769,0.0017759195174358576,0.06080375782881002
F41,2000,3859,2810,0.0014310482335978892,0.051826898160145116
F41,2010,7358,4925,0.0010244520131117453,0.046480021745039415
F41,2020,3860,2846,0.0009001583935139199,0.03860103626943005
F42,1980,1410,1153,0.0027352748855691365,0.06382978723404255
F42,1990,1781,1438,0.0020161029722622695,0.057271195957327346
F42,2000,1934,1540,0.0017746973817465506,0.055842812823164424
F42,2010,2934,2279,0.0011010232383512006,0.043285616905248805
F42,2020,1311,1097,0.0012875853614402813,0.03585049580472922
G01,1980,26869,15085,0.0014407685482597144,0.05400275410324165
G01,1990,44004,22930,0.0007669876074846922,0.041132624306881194
G01,2000,60997,29866,0.0005194579728414236,0.03185402560781678
G01,2010,82846,38066,0.0005261081363357126,0.03149216618786664
G01,2020,52513,26594,0.0006088336831309326,0.035876830499114505
G02,1980,4704,3537,0.0013575795964644345,0.04931972789115646
G02,1990,10126,6833,0.0008700369419967703,0.04108236223582856
G02,2000,16548,9879,0.0007722569904390765,0.03976311336717428
G02,2010,17693,10556,0.0006823392071911672,0.036455095235403835
G02,2020,12269,7734,0.0008566558430806268,0.04107914255440541
G03,1980,6217,4522,0.0011111976689712414,0.04310760817114364
G03,1990,8867,6154,0.0009061772718397885,0.040374422014209994
G03,2000,9819,6539,0.0006744231710157124,0.036561768000814746
G03,2010,8620,5740,0.0007811112127949357,0.038747099767981436
G03,2020,3167,2345,0.001176383906142929,0.046416166719292704
G04,1980,636,570,0.0024425457853724164,0.04874213836477988
G04,1990,660,588,0.0023461891643709815,0.04696969696969697
G04,2000,715,642,0.001781994229546677,0.02937062937062937
G04,2010,830,716,0.0016722310930468863,0.027710843373493974
G04,2020,478,422,0.0030023984173946534,0.05439330543933055
G05,1980,3832,2924,0.0018588656778866911,0.059237995824634654
G05,1990,5933,4357,0.0010337072306012567,0.04483397943704703
G05,2000,8341,5903,0.000689053158972896,0.03632657954681693
G05,2010,14142,9195,0.000561420768050331,0.03146655352849668
G05,2020,11683,7724,0.0005863106503977666,0.03201232560130104
G06,1980,9711,6453,0.0014260443149307224,0.052105859334775
G06,1990,37953,19547,0.0007277943724380751,0.039891444681579846
G06,2000,93323,40741,0.00047430985412316083,0.030164053877393567
G06,2010,200677,74332,0.0004261962926457725,0.02740224340607045
G06,2020,162539,63431,0.0004978318475410242,0.0304665341856416
G07,1980,1994,1617,0.0018405265948296219,0.05215646940822467
G07,1990,3962,3007,0.0011979020278715432,0.04467440686521958
G07,2000,6744,4816,0.0007891554058332606,0.037811387900355875
G07,2010,10694,7239,0.000575525169996694,0.03300916401720591
G07,2020,6309,4581,0.0005718344081513877,0.027262640672055794
G08,1980,1985,1599,0.0016828988192298675,0.05188916876574307
G08,1990,3472,2670,0.0012411669922911934,0.04521889400921659
G08,2000,6102,4405,0.0008059213194335001,0.03883972468043265
G08,2010,12370,8099,0.0005831120614781766,0.03217461600646726
G08,2020,7729,5381,0.0006488560499268791,0.032733859490231595
G09,1980,3646,2723,0.0011817969271173574,0.04415798134942402
G09,1990,6437,4507,0.0010084477196061134,0.04365387602920615
G09,2000,8840,6004,0.000656083004033496,0.03144796380090498
G09,2010,12301,7912,0.0005472241241279824,0.029184619136655557
G09,2020,6615,4670,0.000675827230195009,0.033711262282690856
G10,1980,1869,1531,0.0018719434918688348,0.057249866238630286
G10,1990,3060,2389,0.0011207227989234896,0.042483660130718956
G10,2000,4836,3581,0.0007333166402245081,0.03225806451612903
G10,2010,8760,6074,0.0005312910489772938,0.027511415525114154
G10,2020,7533,5141,0.0008012358349489072,0.038364529403955926
G11,1980,5363,3914,0.001156987249289152,0.04754801417117285
G11,1990,10199,6652,0.000755559521902031,0.038925384841651145
G11,2000,15817,9140,0.0008268969395563797,0.041790478598975785
G11,2010,14512,8365,0.0010633332077228564,0.04892502756339581
G11,2020,5744,3761,0.0014032445628137597,0.05762534818941504
G16,1990,429,405,0.002776555224107672,0.039627039627039624
G16,2000,1966,1663,0.0009215669432229914,0.030010172939979655
G16,2010,8891,6185,0.0005165219666807596,0.027780902035766504
G16,2020,10481,7139,0.0004994840255097073,0.026810418853162866
G21,1980,2145,1772,0.0022484120386218253,0.05920745920745921
G21,1990,2283,1859,0.0012618740777450255,0.045116075339465614
G21,2000,1568,1324,0.0014032239171178672,0.04400510204081633
G21,2010,2302,1882,0.0009971308898468535,0.035621198957428324
G21,2020,1287,1109,0.0012479103388194275,0.03418803418803419
H01,1980,22411,13413,0.0013519861639590134,0.04984159564499576
H01,1990,34847,19037,0.0008148678855608354,0.04083565299738858
H01,2000,50588,25120,0.0006347336816624853,0.0365501700007907
H01,2010,55088,26786,0.0006716710818205353,0.03755808887598025
H01,2020,31671,16972,0.000849498126987386,0.04249944744403397
H02,1980,6520,4672,0.0016643456660017323,0.0549079754601227
H02,1990,9126,6216,0.0010804252194026123,0.04722770107385492
H02,2000,12657,8282,0.0007360003641456165,0.03681757130441653
H02,2010,22301,13117,0.0006081519351194308,0.033854984081431325
H02,2020,14287,9040,0.000662091318199784,0.036256736893679566
H03,1980,6330,4523,0.0014152622108418256,0.049921011058451814
H03,1990,9665,6427,0.0008472873866348865,0.03848939472322814
H03,2000,14803,8972,0.0007284619522574965,0.038100385057083026
H03,2010,16812,9771,0.0009862535450330648,0.046990245063050204
H03,2020,7168,4714,0.0012082469706632666,0.05357142857142857
H04,1980,10901,7228,0.0014309553382936611,0.05164663792312632
H04,1990,30082,16676,0.0008407553670610793,0.042550362342929325
H04,2000,73226,33893,0.0005220256294519708,0.03235189686723295
H04,2010,139926,55930,0.00048096504908430685,0.02995154581707474
H04,2020,87077,39301,0.0004964930693815587,0.029881599044523813
H05,1980,5531,4111,0.0015266428981130043,0.05405894051708552
H05,1990,9459,6546,0.0010019482930214197,0.04619938682736019
H05,2000,12798,8408,0.0006315205769498136,0.03477105797780903
H05,2010,16496,10220,0.0006298002701886511,0.03406886517943744
H05,2020,7755,5382,0.0007112235154541423,0.03533204384268214
H10,1980,3483,2571,0.0014747814515011556,0.050244042492104506
H10,1990,6903,4714,0.0009265413327022508,0.04389395914819644
H10,2000,11144,6822,0.0009617297336853485,0.0465721464465183
H10,2010,18193,9932,0.0011787383310245339,0.05040400153905348
H10,2020,8645,5233,0.0013926215636970258,0.055523423944476576
