row_idx,year,n_terms,dkl,survived_5y,total_competitors,live_competitors,share_neighbors_alive
459913,2002,29,-0.0944396060082715,false,3,2,0.6666666666666666
188857,1998,5,-0.2996706581767352,true,0,0,0.0
627126,2010,84,0.04280404293433815,false,3,0,0.0
911624,2017,104,-0.2657197768321251,false,43,26,0.6046511627906976
246071,2000,7,0.2255724921035407,false,712,519,0.7289325842696629
438252,2000,18,-0.015275290784530604,false,0,0,0.0
306273,2003,24,-0.09995965821973041,true,2,2,1.0
823730,2015,410,-0.1514996396694377,true,1,1,1.0
317008,2004,65,0.1489089457092092,true,1,1,1.0
510674,2005,19,-0.25706916610269825,false,4,4,1.0
999936,2018,14,0.08771363238393448,false,1,0,0.0
989991,2018,16,-0.1875055731385329,true,0,0,0.0
152253,1997,86,0.023017127323187836,true,7,7,1.0
564129,2008,107,0.11749981872613535,true,0,0,0.0
83309,1994,7,0.0786531617994326,true,1,1,1.0
14718,1990,25,0.257061637244945,false,2,2,1.0
224760,1999,20,0.24823751379668035,false,1,0,0.0
434201,2010,68,0.0391630050546965,true,0,0,0.0
666907,2011,4,0.010492877872103179,false,0,0,0.0
457752,2002,8,0.010095080662484435,true,0,0,0.0
414538,2009,17,0.22194386196314664,false,0,0,0.0
104176,1995,12,-0.07257291121933651,false,0,0,0.0
902927,2017,74,-0.08503724913459632,false,0,0,0.0
620422,2019,531,0.17585019652006073,false,0,0,0.0
95874,1995,59,0.08617284241561407,false,0,0,0.0
400374,2009,3,-0.19658512285050556,false,728,430,0.5906593406593407
408658,2009,26,0.057992769543997014,true,0,0,0.0
283898,2001,9,0.09688266744293195,true,2,1,0.5
845176,2015,9,-0.151518875762517,true,734,386,0.5258855585831063
886095,2016,24,-0.03716146979281465,true,0,0,0.0
608369,2018,167,0.021188316543041097,false,0,0,0.0
254234,2000,18,-0.27625184939459047,true,0,0,0.0
792361,2014,24,-0.047328788038674574,true,3,2,0.6666666666666666
111710,1995,8,-0.2721829600780037,false,8,3,0.375
688864,2012,15,-0.2014091375298328,false,1,0,0.0
994017,2018,9,0.027610516375901284,false,0,0,0.0
1012909,2018,3117,-0.08359955006607955,false,77,1,0.012987012987012988
990535,2018,47,-0.259377543720019,false,24,0,0.0
245009,2000,10,0.3312449782788649,true,10,5,0.5
805887,2015,15,-0.10249551303884896,false,1,1,1.0
822678,2015,18,0.20835446717740336,false,0,0,0.0
136374,1996,18,-0.18245832652925653,true,0,0,0.0
644133,2010,201,-0.13862217418270983,true,0,0,0.0
516164,2005,23,-0.06989796626590739,false,2,2,1.0
468315,2003,20,-0.2571764635886087,false,0,0,0.0
742819,2013,35,-0.012908792543990799,true,0,0,0.0
365863,2007,15,0.17368218892809129,true,1,1,1.0
1052771,2019,18,0.006690106087446246,true,3,3,1.0
780568,2014,21,-0.04310846254439671,false,0,0,0.0
429137,2010,53,-0.1103499316982619,false,0,0,0.0
483850,2004,26,-0.14164597510148447,false,0,0,0.0
704682,2012,109,0.014983291092772077,true,2,2,1.0
18941,1991,11,0.3607232502335975,true,1,1,1.0
490562,2004,272,-0.08069985601089691,true,2,2,1.0
135900,1996,3,-0.12065841446291259,false,95,49,0.5157894736842106
332448,2006,94,-0.08502759775441326,true,0,0,0.0
327320,2006,29,-0.04608673398773622,false,28,20,0.7142857142857143
193428,1998,7,-0.00937214216509652,true,0,0,0.0
699564,2012,28,0.28932498391309647,false,0,0,0.0
968754,2018,75,0.4805145830842683,false,1,0,0.0
325737,2011,26,0.20063573697327808,false,0,0,0.0
311024,2003,3,-0.26983394044100173,true,76,74,0.9736842105263158
227165,1999,28,0.2408476765197829,true,41,41,1.0
713731,2012,18,-0.2409487609023353,true,1,1,1.0
22383,1991,16,-0.03684995302819427,true,1,0,0.0
170364,1997,16,-0.25141591845117617,true,0,0,0.0
