cpc_class,decade,total_inventors,n_distinct_surnames,hhi,top5_share
F25,1980,3582,2853,0.0009246555377545342,0.03350083752093802
F25,1990,5058,3680,0.0008274908647666493,0.03894820086990906
F25,2000,6076,4245,0.0011259616505609658,0.053982883475971036
F25,2010,10063,5999,0.0024739994143425275,0.08407035675245951
F25,2020,8169,4711,0.0027036426790214146,0.09046394907577426
F26,1980,1287,1155,0.0012660222450432243,0.03651903651903652
F26,1990,1866,1592,0.0010505589387114602,0.03215434083601286
F26,2000,1418,1263,0.0009737785991513521,0.0232722143864598
F26,2010,1808,1432,0.001601779700837967,0.05641592920353982
F26,2020,871,738,0.001967992766011855,0.04707233065442021
F27,1980,2313,2008,0.0008443039576491009,0.029399048854301772
F27,1990,2031,1749,0.0008705536852348413,0.02708025603151157
F27,2000,1598,1403,0.0009523794605584876,0.026282853566958697
F27,2010,2062,1676,0.001021203976439399,0.03346265761396702
F27,2020,943,768,0.0023514223800082997,0.06468716861081654
F28,1980,3709,3051,0.0007550513092511187,0.02965758964680507
F28,1990,3811,3003,0.0006829517036302198,0.027289425347677775
F28,2000,5007,3696,0.0007015143847544933,0.03255442380667066
F28,2010,7258,4974,0.0008829777516334716,0.04367594378616699
F28,2020,4961,3393,0.0014263645062814257,0.056641806087482365
F41,1980,3629,2875,0.001142703889954175,0.041884816753926704
F41,1990,5169,3853,0.0011286161706088888,0.04681756626039853
F41,2000,5105,3792,0.0009313908413042073,0.0405484818805093
F41,2010,9442,6372,0.0007338530457032614,0.03749205676763397
F41,2020,5216,3798,0.0006827740976325795,0.030099693251533742
F42,1980,2514,2095,0.0011252815577238433,0.03739061256961018
F42,1990,2868,2374,0.001001285769584643,0.03695955369595537
F42,2000,2933,2367,0.0010042442367551993,0.03886805318786226
F42,2010,4133,3212,0.0007686008099082005,0.03629324945560126
F42,2020,2010,1642,0.0009821539070815073,0.03233830845771144
G01,1980,49302,26552,0.0005469029490147431,0.030769542817735588
G01,1990,78163,37538,0.0003657405051079283,0.025472410219669152
G01,2000,116262,50967,0.00037189323079817407,0.02810892639039411
G01,2010,188938,73195,0.0006498202931183426,0.03992314939292255
G01,2020,136066,53870,0.0012168690239295486,0.0561712698249379
G02,1980,11118,7424,0.0005124345841358175,0.02743299154524195
G02,1990,24317,13063,0.0005057274836115723,0.026565777028416334
G02,2000,44053,19251,0.001066212391742925,0.050893242230949085
G02,2010,63329,22369,0.0027968754319102965,0.09156942317105907
G02,2020,42415,15723,0.0034381457508355627,0.10055404927502062
G03,1980,16744,9551,0.0005480066994639377,0.028786430960344004
G03,1990,27115,12542,0.0006039458288331408,0.02718052738336714
G03,2000,31835,14058,0.0007434349936674074,0.03376786555677713
G03,2010,37989,14353,0.0013978361647476129,0.05709547500592277
G03,2020,18055,7434,0.002298239302491287,0.07698698421489893
G04,1980,1849,1522,0.0009251781545635451,0.02650081124932396
G04,1990,1517,1289,0.0010824368430040728,0.02900461437046803
G04,2000,1946,1620,0.0008566337357364147,0.023124357656731757
G04,2010,2931,2156,0.001429559034409177,0.05322415557830092
G04,2020,1860,1481,0.0014406289744479108,0.05268817204301075
G05,1980,7319,5216,0.000765180385269415,0.034704194562098646
G05,1990,11855,7642,0.0005264014546642162,0.02623365668494306
G05,2000,17548,10828,0.0004964143028007872,0.03031684522452701
G05,2010,32242,17482,0.0007562085501732278,0.04258420693505366
G05,2020,27685,14592,0.001111105421165751,0.05259165613147914
G06,1980,15906,9936,0.0006953494809795801,0.03319502074688797
G06,1990,61082,27586,0.0004627448505827452,0.028077011230804493
G06,2000,148626,57546,0.0004477180508623317,0.03090307214080982
G06,2010,359945,112895,0.0007203108883660404,0.04145077720207254
G06,2020,315287,99785,0.0010586869298385704,0.05234595780986847
G07,1980,3726,2960,0.0007966534217633036,0.03140096618357488
G07,1990,6985,5099,0.0005775542129596664,0.02705798138869005
G07,2000,11415,7772,0.0004342903584340181,0.024441524310118267
G07,2010,18497,11647,0.00044793781465591394,0.030437368221873817
G07,2020,11231,7385,0.0005825091347699083,0.030985664678123054
G08,1980,3250,2610,0.0008507455621301779,0.032615384615384616
G08,1990,5536,4112,0.0006891962018443648,0.03070809248554913
G08,2000,10232,6966,0.0005076517216526542,0.03019937451133698
G08,2010,23486,13561,0.0007628062961209841,0.04445201396576684
G08,2020,15852,9418,0.0009561141161344249,0.047564976028261416
G09,1980,5868,4280,0.0006400176758489078,0.028970688479890934
G09,1990,11019,6979,0.000609948935153226,0.03067428986296397
G09,2000,17977,9580,0.0010298678573635812,0.05151026311397897
G09,2010,33553,13118,0.00398345161399254,0.11086937084612404
G09,2020,23401,8088,0.006907772133385174,0.14379727362078543
G10,1980,3391,2644,0.0008888690995236847,0.03509289295193158
G10,1990,6028,4240,0.0006603226086271145,0.030690112806901128
G10,2000,9347,6297,0.0006102001971947823,0.03327270782069113
G10,2010,17917,10494,0.0010141428157518784,0.050733939833677515
G10,2020,15669,8667,0.0018752426430303267,0.07492501116854937
G11,1980,14309,8033,0.0006139513872700585,0.02872318121462017
G11,1990,28764,12603,0.0007634453255230793,0.03605200945626478
G11,2000,41049,16621,0.0012131491101157307,0.054349679651148626
G11,2010,39636,15539,0.0023339547007651547,0.08217277222726814
G11,2020,15888,6790,0.004237967636496767,0.11102719033232629
G16,1990,555,523,0.002119957795633472,0.03063063063063063
G16,2000,2553,2140,0.0007237094551251816,0.02506854680767724
G16,2010,12986,8685,0.0005212048307825914,0.03249653472970892
G16,2020,15717,10002,0.0006173770364557441,0.035248457084685374
G21,1980,4537,3714,0.0007117536612368347,0.02909411505400044
G21,1990,4656,3658,0.0005666486579043701,0.02534364261168385
G21,2000,3830,3026,0.000645038141919298,0.02741514360313316
G21,2010,5879,4096,0.0014125945988907504,0.05953393434257527
G21,2020,3045,2193,0.0020141231284428163,0.07257799671592775
H01,1980,43678,23661,0.0005071424619015618,0.027473785429735793
H01,1990,75767,33171,0.00047087951964848126,0.0301450499557855
H01,2000,126717,45493,0.0009212196871466273,0.04779153546880056
H01,2010,170084,53835,0.001660742265837034,0.06751369911337927
H01,2020,110307,35669,0.0026714447800460024,0.08700263809187087
H02,1980,13436,9164,0.0005568502406433254,0.028952069068175053
H02,1990,19608,11704,0.00048153623338944744,0.027080783353733172
H02,2000,31429,16699,0.0005516409262192691,0.03359954182442967
H02,2010,66205,28263,0.0011628082054512528,0.05502605543387962
H02,2020,47024,20736,0.0017586127463482552,0.06883718952024498
H03,1980,12560,8308,0.0005856221347722017,0.030493630573248408
H03,1990,20153,11608,0.0005267572863653191,0.029772242346052698
H03,2000,33611,16929,0.0008972360885397045,0.04730594150724465
H03,2010,44243,19896,0.0017736439391039475,0.07020319598580567
H03,2020,21213,10297,0.0024595116178772764,0.08508933201338802
H04,1980,23111,13581,0.0005470566885871717,0.029682835013629873
H04,1990,61639,28330,0.0004952981210573825,0.031895390905108775
H04,2000,141544,55345,0.0005314956504481284,0.03609478324761205
H04,2010,294672,93809,0.000939451370978172,0.04914616930010317
H04,2020,185487,66066,0.0011961827649412725,0.05653226371659469
H05,1980,10884,7568,0.0005938640497547152,0.030503491363469314
H05,1990,19043,11396,0.000513917751137726,0.029302105760646957
H05,2000,30121,14991,0.0008240801254798876,0.043126058231798416
H05,2010,50698,20458,0.0018897841425817566,0.0730206319775928
H05,2020,24714,11191,0.0026972840559249408,0.08780448328882415
H10,1980,7656,5124,0.0006390245553579249,0.028735632183908046
H10,1990,18743,9358,0.000903652023117139,0.042149068985754684
H10,2000,35432,14040,0.00223906355517915,0.08080266425829759
H10,2010,72313,21856,0.004311585038095744,0.11403205509382822
H10,2020,44563,12168,0.00714670826485235,0.1476785674214034
