outcome,axis,bin,n,rate,mid,lo,hi
reached_registration,ΔKL,0,503117,0.5481389020844059,-0.4756279727866675,0.5467633286328751,0.5495137404027798
reached_registration,ΔKL,1,503116,0.5365422685821958,-0.2713193654381514,0.5351640588049582,0.5379199203183171
reached_registration,ΔKL,2,503117,0.5170844952565705,-0.2066230447996773,0.5157035474051531,0.5184651822092473
reached_registration,ΔKL,3,503115,0.501666616976238,-0.16483167809200103,0.5002849850114597,0.5030482234898694
reached_registration,ΔKL,4,503116,0.4891873842215314,-0.13286288020248566,0.48780616433486124,0.49056876922888004
reached_registration,ΔKL,5,503116,0.4769556126221388,-0.10644416022923263,0.47557563121370344,0.4783359459440201
reached_registration,ΔKL,6,503116,0.4670314599416437,-0.08350006134976817,0.4656530928277633,0.46841033052182796
reached_registration,ΔKL,7,503116,0.460861908585694,-0.06270668427097217,0.45948482107753796,0.46223959377607027
reached_registration,ΔKL,8,503116,0.4557636807416182,-0.043224651358292274,0.4543878108238252,0.4571402261972455
reached_registration,ΔKL,9,503118,0.4512579553901868,-0.02443980464530053,0.44988328526975735,0.45263336985293295
reached_registration,ΔKL,10,503115,0.4488854436858372,-0.005701687681600321,0.447511445513961,0.450260222435435
reached_registration,ΔKL,11,503116,0.4483061560355862,0.01354435810582134,0.4469323290945778,0.44968077239913207
reached_registration,ΔKL,12,503116,0.4479861503112602,0.03380124113675622,0.44661241801430424,0.44936067691759723
reached_registration,ΔKL,13,503116,0.4514167706850905,0.055725314839226915,0.45004205370620637,0.452792229583964
reached_registration,ΔKL,14,503116,0.4545969517964048,0.08032730625171529,0.4532213809475076,0.45597321600038593
reached_registration,ΔKL,15,503117,0.45811014137864553,0.10909991730601255,0.4567336944018391,0.4594872280589489
reached_registration,ΔKL,16,503115,0.4654661459109746,0.14507165587651938,0.4640880820173451,0.4668447371760437
reached_registration,ΔKL,17,503116,0.470169901175872,0.19505367544049956,0.4687909644139397,0.47154929347661706
reached_registration,ΔKL,18,503116,0.4690926148244143,0.277780685664611,0.467713867425418,0.47047183421358507
reached_registration,ΔKL,19,503117,0.47482593512045906,0.5713161216589435,0.473446255430723,0.4762059992454228
reached_registration,Prospective KL,0,503117,0.4228837427477108,2.626934326117777,0.4215192389901119,0.42424942415405476
reached_registration,Prospective KL,1,503116,0.4318725701428696,3.207714230240924,0.43050434998508813,0.43324183068233724
reached_registration,Prospective KL,2,503116,0.4298988702406602,3.517177466076317,0.4285314263307665,0.4312673846728345
reached_registration,Prospective KL,3,503116,0.4407830400941334,3.763546375939186,0.4394115906014935,0.44215539389566505
reached_registration,Prospective KL,4,503116,0.4475170735973414,3.979097058892692,0.44614348107292723,0.4488914675944602
reached_registration,Prospective KL,5,503116,0.4544657693255631,4.176877523034409,0.4530902325790773,0.4558420014304352
reached_registration,Prospective KL,6,503117,0.4602746478453322,4.359400905156331,0.4588976945637894,0.4616522077760145
reached_registration,Prospective KL,7,503115,0.46503085775617903,4.532939802264465,0.46365288098725843,0.4664093685438869
reached_registration,Prospective KL,8,503116,0.4692118716160885,4.700052040759633,0.46783310293693087,0.4705911104642367
reached_registration,Prospective KL,9,503117,0.47081891488460936,4.865526495521301,0.46943986852346864,0.47219840687251535
reached_registration,Prospective KL,10,503116,0.4743597897900285,5.032127858788248,0.47298017782548946,0.4757397933091175
reached_registration,Prospective KL,11,503116,0.4824175736808211,5.2011941051666115,0.48103693688497295,0.48379847897989015
reached_registration,Prospective KL,12,503118,0.4834531859325248,5.375815394569752,0.482072446250897,0.484834178301417
reached_registration,Prospective KL,13,503114,0.48746804899088475,5.5594154811873695,0.48608695042594957,0.4888493389334218
reached_registration,Prospective KL,14,503116,0.4902567201202108,5.757731569121047,0.4888754313167022,0.4916381577144485
reached_registration,Prospective KL,15,503116,0.4958836530740426,5.978260337063223,0.4945021057851119,0.49726526322417286
reached_registration,Prospective KL,16,503117,0.5034952108555266,6.232824938495372,0.5021135937567757,0.5048767745786235
reached_registration,Prospective KL,17,503115,0.5132027468868946,6.546471189750164,0.5118215009120232,0.5145837912407244
reached_registration,Prospective KL,18,503116,0.5241693764459886,6.978275706141779,0.5227891814670126,0.5255492023316836
reached_registration,Prospective KL,19,503117,0.5458829655924964,7.917310366985147,0.5445068206560145,0.5472584098464143
reached_registration,Retrospective KL,0,503117,0.4040590955980418,2.640570474838221,0.4027038770760753,0.4054157792414976
reached_registration,Retrospective KL,1,503116,0.4258063746730376,3.2070062822323004,0.42444061104142233,0.4271732713238961
reached_registration,Retrospective KL,2,503116,0.4263867577258525,3.510952626566251,0.425020749987553,0.4277538896202999
reached_registration,Retrospective KL,3,503116,0.4427428267039808,3.7561212510533397,0.441370727176438,0.4441158006122924
reached_registration,Retrospective KL,4,503116,0.4488527496640934,3.9729568018978787,0.4474787623940767,0.4502275180095544
reached_registration,Retrospective KL,5,503116,0.4570278027333657,4.172651688333787,0.45565161737346205,0.4584046443265537
reached_registration,Retrospective KL,6,503116,0.4625970949045548,4.357072162489818,0.4612196260744093,0.4639751349186941
reached_registration,Retrospective KL,7,503116,0.467568115504178,4.530961004027647,0.4661896471020771,0.46894707917725487
reached_registration,Retrospective KL,8,503116,0.4705018325793654,4.699921975167356,0.46912283877087596,0.4718812768577056
reached_registration,Retrospective KL,9,503117,0.47361746870012345,4.865335114666092,0.4722379706283313,0.474997369661734
reached_registration,Retrospective KL,10,503116,0.4765024368137765,5.031925451086404,0.4751225172100012,0.4778827152514967
reached_registration,Retrospective KL,11,503116,0.48177358700578,5.202143690231079,0.48039301888926594,0.4831544334599082
reached_registration,Retrospective KL,12,503116,0.4863113079289866,5.377500450258344,0.48493030478030796,0.48769252011923003
reached_registration,Retrospective KL,13,503116,0.4876231326374037,5.563593481742409,0.4862420249556666,0.4890044293276822
reached_registration,Retrospective KL,14,503116,0.493001613941914,5.764430302117407,0.4916201771796014,0.4943831575773717
reached_registration,Retrospective KL,15,503116,0.497189514942876,5.987091533886477,0.4958079326875847,0.49857114011740256
reached_registration,Retrospective KL,16,503123,0.5058862345788206,6.245006485257276,0.5045046694470943,0.5072677098224436
reached_registration,Retrospective KL,17,503109,0.5147154990270498,6.563002584874229,0.5133343500115479,0.5160964233173753
reached_registration,Retrospective KL,18,503119,0.5242954450140026,7.000931695493912,0.5229152700907151,0.5256752489210139
reached_registration,Retrospective KL,19,503114,0.5468879816502821,7.955088193675263,0.5455120836858406,0.5482631635802068
survived_5y,ΔKL,0,503117,0.548132939256674,-0.4756279727866699,0.5467573642570331,0.5495077792142169
survived_5y,ΔKL,1,503116,0.5364965534787206,-0.2713193654381503,0.5351183347994727,0.537874214814973
survived_5y,ΔKL,2,503117,0.517050705899423,-0.20662304479967777,0.515669755117023,0.5184313962990826
survived_5y,ΔKL,3,503115,0.5016129513133181,-0.16483167809200122,0.5002313192719755,0.5029945587230497
survived_5y,ΔKL,4,503116,0.4891257682124997,-0.13286288020248543,0.48774455248955606,0.4905071499970669
survived_5y,ΔKL,5,503116,0.4768363558304645,-0.10644416022923331,0.4754563905760183,0.47821667481954055
survived_5y,ΔKL,6,503116,0.4669042526971911,-0.08350006134976799,0.46552590982723746,0.4682831009760448
survived_5y,ΔKL,7,503116,0.4607446394072142,-0.06270668427097226,0.45936757827563984,0.4621223000118398
survived_5y,ΔKL,8,503116,0.4556066592992471,-0.04322465135829204,0.4542308291875325,0.45698316734668815
survived_5y,ΔKL,9,503118,0.4511168354143561,-0.024439804645300548,0.4497422046227445,0.45249221270333495
survived_5y,ΔKL,10,503115,0.4487304095485128,-0.005701687681600312,0.4473564566530169,0.45010514538927887
survived_5y,ΔKL,11,503116,0.4481550974327988,0.01354435810582131,0.4467813150968128,0.4495296714981553
survived_5y,ΔKL,12,503116,0.4478172031897217,0.033801241136756255,0.4464435210921339,0.44919168217670113
survived_5y,ΔKL,13,503116,0.4512736625350814,0.05572531483922682,0.4498989853125643,0.45264908386300856
survived_5y,ΔKL,14,503116,0.4544796826179251,0.08032730625171534,0.4531041422499519,0.45585591813181314
survived_5y,ΔKL,15,503117,0.45796902112232346,0.1090999173060121,0.4565926080636006,0.4593460760396024
