surface,cls,x,y,n,n_effective,rate_raw,rate_eb,value_raw,value_eb,z,p,sig_naive,sig_bh
survival,009,7.0667,6.96,1958,1716.8,0.46834,0.46797,0.6563,0.6193,0.545,0.5854,false,false
survival,009,7.0667,7.28,1547,1334.4,0.44021,0.44185,-2.1565,-1.9918,-1.58,0.1141,false,false
survival,009,7.0667,7.6,192,44.2,0.51562,0.47761,5.3853,1.5838,0.719,0.4724,false,false
survival,009,7.2444,6.64,159,112.5,0.56604,0.51502,10.4266,5.3245,2.219,0.0265,true,false
survival,009,7.2444,6.96,846,694.7,0.47991,0.4775,1.8133,1.5729,0.959,0.3377,false,false
survival,009,7.2444,7.28,2118,1767.0,0.42965,0.43153,-3.2122,-3.0243,-2.708,0.00676,true,true
survival,009,7.2444,7.6,571,450.8,0.43783,0.44254,-2.3944,-1.9231,-1.02,0.3079,false,false
survival,009,7.4222,6.96,296,245.1,0.50676,0.49306,4.4985,3.1284,1.413,0.1577,false,false
survival,009,7.4222,7.28,1309,1094.4,0.43392,0.43646,-2.7853,-2.5309,-1.848,0.06456,false,false
survival,009,7.4222,7.6,1219,1019.8,0.40771,0.41294,-5.4061,-4.8828,-3.463,0.0005343,true,true
survival,009,7.4222,7.92,120,106.6,0.4,0.43134,-6.1772,-3.043,-1.279,0.2009,false,false
survival,009,7.6,6.96,116,98.2,0.56897,0.51287,10.7193,5.1094,2.131,0.03312,true,false
survival,009,7.6,7.28,569,497.6,0.45343,0.45498,-0.8345,-0.679,-0.373,0.7088,false,false
survival,009,7.6,7.6,1334,1014.6,0.42204,0.42591,-3.9733,-3.5861,-2.539,0.01113,true,true
survival,009,7.6,7.92,535,441.3,0.38879,0.40326,-7.2987,-5.8513,-3.076,0.002101,true,true
survival,009,7.7778,7.28,212,181.1,0.4434,0.45041,-1.8376,-1.1362,-0.496,0.6199,false,false
survival,009,7.7778,7.6,729,639.0,0.43073,0.43528,-3.1045,-2.6488,-1.574,0.1154,false,false
survival,009,7.7778,7.92,1006,791.0,0.41551,0.42113,-4.6265,-4.0642,-2.61,0.009054,true,true
survival,009,7.7778,8.24,144,116.7,0.38889,0.42417,-7.2883,-3.7602,-1.579,0.1142,false,false
survival,009,7.9556,7.6,311,282.0,0.48232,0.4767,2.0543,1.4928,0.692,0.4889,false,false
survival,009,7.9556,7.92,837,687.1,0.41816,0.42416,-4.3612,-3.7617,-2.293,0.02184,true,true
survival,009,7.9556,8.24,470,345.2,0.35957,0.3841,-10.2198,-7.7669,-3.809,0.0001398,true,true
survival,009,8.1333,7.6,117,105.6,0.45299,0.45761,-0.8781,-0.4158,-0.181,0.8564,false,false
survival,009,8.1333,7.92,445,361.0,0.43371,0.44027,-2.8064,-2.1499,-1.07,0.2848,false,false
survival,009,8.1333,8.24,641,482.1,0.3869,0.40072,-7.4877,-6.1056,-3.298,0.0009741,true,true
survival,009,8.1333,8.56,143,125.3,0.40559,0.43183,-5.6178,-2.9945,-1.261,0.2072,false,false
survival,009,8.3111,7.92,178,155.2,0.44944,0.45465,-1.2334,-0.7119,-0.308,0.7579,false,false
survival,009,8.3111,8.24,476,393.3,0.42227,0.43089,-3.9503,-3.0886,-1.571,0.1161,false,false
survival,009,8.3111,8.56,338,294.7,0.44083,0.44656,-2.0944,-1.5215,-0.721,0.4708,false,false
survival,009,8.4889,8.24,237,227.3,0.46414,0.46348,0.2363,0.1709,0.071,0.943,false,false
survival,009,8.4889,8.56,336,307.5,0.38988,0.40872,-7.1891,-5.3048,-2.529,0.01145,true,true
survival,009,8.4889,8.88,107,97.8,0.50467,0.48228,4.2901,2.051,0.851,0.3948,false,false
survival,009,8.6667,8.24,102,96.4,0.36275,0.41536,-9.9027,-4.641,-1.951,0.05111,false,false
survival,009,8.6667,8.56,279,238.7,0.40502,0.42286,-5.6754,-3.8908,-1.759,0.07861,false,false
survival,009,8.6667,8.88,187,168.1,0.39037,0.41852,-7.1398,-4.3251,-1.857,0.06334,false,false
survival,009,8.8444,8.56,125,115.7,0.432,0.44658,-2.9772,-1.5194,-0.642,0.5207,false,false
survival,009,8.8444,8.88,203,178.6,0.36946,0.40448,-9.2314,-5.7288,-2.474,0.01334,true,true
survival,009,8.8444,9.2,101,72.6,0.44554,0.45547,-1.6228,-0.6299,-0.277,0.7815,false,false
survival,009,9.0222,8.88,163,120.2,0.3681,0.41271,-9.3674,-4.9062,-2.06,0.0394,true,false
survival,009,9.0222,9.2,132,112.6,0.45455,0.45826,-0.7227,-0.3513,-0.154,0.8777,false,false
survival,009,9.2,9.2,126,104.4,0.44444,0.45345,-1.7328,-0.8322,-0.355,0.7225,false,false
survival,009,9.3778,9.2,105,97.2,0.46667,0.46426,0.4894,0.2492,0.097,0.9229,false,false
survival,009,9.3778,9.52,107,66.0,0.38318,0.43226,-7.8595,-2.9509,-1.281,0.2003,false,false
survival,032,2.0,2.0,69,60.2,0.24638,0.3406,-21.0077,-11.585,-3.273,0.001063,true,true
survival,032,2.3333,2.0,45,39.2,0.2,0.34249,-25.6454,-11.3963,-3.222,0.001271,true,true
survival,032,2.3333,2.6154,414,295.3,0.32126,0.3405,-13.5198,-11.5956,-4.664,3.102e-6,true,true
survival,032,2.6667,2.6154,1117,696.2,0.30976,0.31943,-14.6695,-13.7027,-7.771,7.803e-15,true,true
survival,032,2.6667,3.2308,40,31.4,0.55,0.49147,9.3546,3.5016,1.053,0.2922,false,false
survival,032,3.0,2.6154,116,106.1,0.43966,0.44441,-1.6798,-1.2046,-0.347,0.7284,false,false
survival,032,3.0,3.2308,1063,558.4,0.43086,0.43279,-2.5598,-2.3659,-1.214,0.2246,false,false
survival,032,3.3333,3.2308,1200,753.5,0.38833,0.39244,-6.812,-6.4015,-3.754,0.000174,true,true
survival,032,3.3333,3.8462,149,117.9,0.45638,0.45583,-0.0078,-0.0628,-0.002,0.9986,false,false
survival,032,3.6667,3.2308,150,60.7,0.62667,0.54904,17.0213,9.259,2.662,0.007776,true,true
survival,032,3.6667,3.8462,1280,633.4,0.50859,0.50465,5.214,4.8197,2.634,0.008429,true,true
survival,032,4.0,3.8462,835,583.6,0.47305,0.4716,1.66,1.5143,0.805,0.4208,false,false
survival,032,4.0,4.4615,253,112.8,0.6166,0.56694,16.0147,11.0485,3.414,0.0006393,true,true
survival,032,4.3333,3.8462,158,96.3,0.38608,0.40941,-7.0378,-4.7039,-1.387,0.1656,false,false
survival,032,4.3333,4.4615,1004,634.8,0.52092,0.51608,6.4463,5.9631,3.261,0.001112,true,true
survival,032,4.3333,5.0769,63,54.3,0.49206,0.47411,3.561,1.7655,0.527,0.5982,false,false
survival,032,4.6667,4.4615,713,522.8,0.54979,0.5415,9.3336,8.5047,4.285,0.00001831,true,true
survival,032,4.6667,5.0769,355,207.1,0.49859,0.49005,4.2138,3.3593,1.217,0.2234,false,false
survival,032,5.0,4.4615,124,93.2,0.54032,0.51043,8.3869,5.3979,1.625,0.1041,false,false
survival,032,5.0,5.0769,681,435.8,0.48311,0.48018,2.6659,2.3726,1.117,0.2639,false,false
survival,032,5.0,5.6923,405,148.3,0.5358,0.51536,7.9349,5.8909,1.94,0.05239,false,false
survival,032,5.3333,5.0769,429,333.4,0.45455,0.45454,-0.1908,-0.1911,-0.07,0.9442,false,false
survival,032,5.3333,5.6923,188,153.2,0.5,0.48884,4.3546,3.2388,1.082,0.2792,false,false
survival,032,5.6667,5.0769,230,149.2,0.35652,0.38106,-9.9932,-7.5393,-2.45,0.01428,true,true
survival,032,5.6667,5.6923,323,215.3,0.52322,0.51031,6.6766,5.3859,1.967,0.04918,false,false
survival,032,5.6667,6.3077,197,57.2,0.45178,0.45306,-0.4677,-0.3398,-0.071,0.9434,false,false
survival,032,6.0,5.0769,61,44.5,0.36066,0.41023,-9.5798,-4.6223,-1.283,0.1994,false,false
survival,032,6.0,5.6923,284,155.6,0.47535,0.4703,1.8898,1.3848,0.473,0.636,false,false
survival,032,6.0,6.3077,147,119.7,0.46939,0.46502,1.2934,0.8567,0.284,0.7763,false,false
survival,032,6.3333,5.0769,50,41.1,0.4,0.42989,-5.6454,-2.6565,-0.726,0.4677,false,false
survival,032,6.3333,5.6923,102,65.1,0.36275,0.40252,-9.3709,-5.3931,-1.518,0.1289,false,false
survival,032,6.3333,6.3077,143,105.4,0.53147,0.50677,7.5015,5.0316,1.546,0.1221,false,false
survival,032,6.6667,6.3077,59,45.0,0.40678,0.43187,-4.9674,-2.4579,-0.669,0.5036,false,false
survival,032,6.6667,6.9231,75,60.8,0.6,0.53446,14.3546,7.8006,2.246,0.02467,true,false
survival,032,7.0,6.9231,62,37.6,0.51613,0.48103,5.9675,2.4578,0.735,0.4624,false,false
survival,032,2.1667,2.3077,352,180.0,0.3125,0.34329,-14.3954,-11.3165,-3.877,0.0001055,true,true
survival,032,2.5,2.3077,362,264.7,0.25691,0.28821,-19.9548,-16.8245,-6.518,7.119e-11,true,true
survival,032,2.5,2.9231,156,129.6,0.46154,0.45959,0.5085,0.3137,0.116,0.9075,false,false
survival,032,2.8333,2.9231,1541,1067.5,0.40234,0.40466,-5.4118,-5.179,-3.55,0.0003855,true,true
survival,032,3.1667,2.9231,514,378.5,0.3677,0.3778,-8.8749,-7.865,-3.466,0.0005277,true,true
survival,032,3.1667,3.5385,497,344.1,0.50503,0.49864,4.8577,4.2188,1.809,0.07045,false,false
survival,032,3.5,3.5385,1524,841.8,0.44291,0.44356,-1.354,-1.2891,-0.789,0.4303,false,false
survival,032,3.8333,3.5385,368,290.2,0.47283,0.47014,1.6372,1.369,0.56,0.5755,false,false
survival,032,3.8333,4.1538,707,324.3,0.51344,0.50559,5.6983,4.9139,2.06,0.03937,true,false
survival,032,4.1667,3.5385,56,44.1,0.46429,0.45911,0.7832,0.2656,0.104,0.9168,false,false
survival,032,4.1667,4.1538,1093,772.9,0.49771,0.4951,4.1259,3.8644,2.303,0.02129,true,false
survival,032,4.1667,4.7692,137,84.1,0.61314,0.55413,15.6685,9.7677,2.885,0.003917,true,true
survival,032,4.5,4.1538,328,244.4,0.43293,0.43658,-2.3527,-1.987,-0.738,0.4602,false,false
survival,032,4.5,4.7692,830,173.7,0.55783,0.53481,10.1378,7.8356,2.683,0.007301,true,true
survival,032,4.8333,4.1538,50,39.4,0.52,0.48345,6.3546,2.7001,0.801,0.423,false,false
survival,032,4.8333,4.7692,809,541.4,0.47095,0.46957,1.4498,1.3114,0.677,0.4983,false,false
survival,032,4.8333,5.3846,188,127.4,0.60106,0.55986,14.461,10.3404,3.276,0.001052,true,true
survival,032,5.1667,4.7692,235,194.8,0.55745,0.53648,10.0993,8.0029,2.83,0.004659,true,true
survival,032,5.1667,5.3846,768,540.7,0.5,0.49616,4.3546,3.9709,2.033,0.04207,true,false
survival,032,5.1667,6.0,50,38.4,0.42,0.43949,-3.6454,-1.6962,-0.454,0.6501,false,false
survival,032,5.5,4.7692,53,45.2,0.45283,0.45372,-0.3623,-0.2734,-0.049,0.961,false,false
survival,032,5.5,5.3846,389,313.5,0.45758,0.45716,0.113,0.071,0.04,0.968,false,false
survival,032,5.5,6.0,65,59.6,0.41538,0.4332,-4.1069,-2.3252,-0.637,0.5243,false,false
survival,032,5.8333,5.3846,121,67.4,0.52893,0.4973,7.2472,4.0851,1.195,0.2323,false,false
survival,032,5.8333,6.0,300,238.7,0.47667,0.47284,2.0213,1.639,0.627,0.5306,false,false
survival,032,6.1667,5.3846,45,34.7,0.37778,0.42303,-7.8676,-3.3427,-0.93,0.3523,false,false
survival,032,6.1667,6.0,227,170.0,0.40088,0.41304,-5.5573,-4.3414,-1.455,0.1458,false,false
survival,032,6.1667,6.6154,67,63.1,0.64179,0.55914,18.5337,10.2686,2.955,0.003128,true,true
survival,032,6.5,6.0,62,50.4,0.51613,0.48551,5.9675,2.906,0.851,0.3949,false,false
survival,032,6.5,6.6154,126,107.4,0.40476,0.42053,-5.1692,-3.5927,-1.076,0.282,false,false
survival,032,6.8333,6.6154,89,82.1,0.51685,0.49331,6.04,3.6853,1.098,0.272,false,false
survival,032,6.8333,7.2308,46,19.0,0.36957,0.43105,-8.6888,-2.54,-0.761,0.4468,false,false
survival,032,7.1667,7.2308,57,44.1,0.33333,0.39765,-12.312,-5.8808,-1.641,0.1008,false,false
listing,009,2.3556,2.32,414,135.0,0.03623,0.04963,-0.4748,-0.0209,-0.75,0.4531,false,false
listing,009,2.5333,2.64,661,193.2,0.01815,0.04728,-1.4718,-0.0908,-2.047,0.04066,true,false
listing,009,2.7111,2.64,837,328.8,0.03465,0.04804,-0.5394,-0.068,-1.302,0.1928,false,false
listing,009,2.8889,2.96,1855,794.9,0.03774,0.04647,-0.4162,-0.1157,-1.627,0.1038,false,false
listing,009,3.0667,2.96,1640,777.8,0.04329,0.04833,-0.218,-0.0591,-0.901,0.3678,false,false
listing,009,3.0667,3.28,1145,530.6,0.02271,0.04385,-1.1489,-0.1996,-2.912,0.003589,true,false
listing,009,3.2444,3.28,3427,1398.6,0.04552,0.04833,-0.1456,-0.0592,-0.827,0.4085,false,false
listing,009,3.4222,3.28,2427,501.5,0.07581,0.05665,0.5903,0.1699,2.607,0.009125,true,false
listing,009,3.4222,3.6,2988,884.7,0.04786,0.04973,-0.0733,-0.0181,-0.34,0.7342,false,false
listing,009,3.6,3.28,512,139.6,0.07617,0.05275,0.5971,0.067,1.395,0.163,false,false
listing,009,3.6,3.6,5332,1628.3,0.05645,0.0536,0.1649,0.09,1.125,0.2605,false,false
listing,009,3.6,3.92,1213,350.7,0.02968,0.04701,-0.7627,-0.0992,-1.771,0.0766,false,false
listing,009,3.7778,3.6,2755,1215.8,0.05191,0.05124,0.0438,0.0251,0.247,0.8046,false,false
listing,009,3.7778,3.92,4999,1802.6,0.04181,0.04605,-0.2683,-0.129,-1.659,0.09707,false,false
listing,009,3.9556,3.6,652,372.9,0.06135,0.05272,0.2849,0.0662,0.971,0.3316,false,false
listing,009,3.9556,3.92,6417,1835.6,0.04457,0.04747,-0.1761,-0.0851,-1.133,0.257,false,false
listing,009,3.9556,4.24,2762,1286.9,0.03584,0.04416,-0.4904,-0.1893,-2.38,0.01729,true,false
listing,009,4.1333,3.92,2870,1485.7,0.0561,0.0533,0.1558,0.0819,1.012,0.3114,false,false
listing,009,4.1333,4.24,7351,3989.5,0.03755,0.04137,-0.4235,-0.2835,-3.7,0.000216,true,true
listing,009,4.1333,4.56,853,557.6,0.05627,0.05215,0.1603,0.0506,0.639,0.5228,false,false
listing,009,4.3111,3.92,854,381.4,0.03044,0.04689,-0.7259,-0.1029,-1.778,0.07538,false,false
listing,009,4.3111,4.24,7359,3590.5,0.04552,0.04715,-0.1455,-0.0948,-1.324,0.1855,false,false
listing,009,4.3111,4.56,4891,2630.2,0.0366,0.042,-0.4604,-0.2616,-3.226,0.001254,true,true
listing,009,4.4889,4.24,3149,1743.7,0.05208,0.05143,0.0486,0.0306,0.33,0.7417,false,false
listing,009,4.4889,4.56,9603,3947.8,0.05228,0.05183,0.054,0.0416,0.552,0.5809,false,false
listing,009,4.4889,4.88,1860,415.4,0.04247,0.04906,-0.2456,-0.0376,-0.735,0.4626,false,false
listing,009,4.6667,4.24,946,445.2,0.04757,0.05006,-0.0821,-0.0085,-0.269,0.7881,false,false
listing,009,4.6667,4.56,7631,3749.9,0.05058,0.05063,0.0065,0.0079,0.064,0.9489,false,false
listing,009,4.6667,4.88,6492,2015.6,0.05622,0.05377,0.1591,0.0948,1.205,0.2282,false,false
listing,009,4.8444,4.56,2968,1419.9,0.04549,0.04829,-0.1467,-0.0603,-0.839,0.4015,false,false
listing,009,4.8444,4.88,10530,4213.1,0.04311,0.04524,-0.2239,-0.1545,-2.149,0.03165,true,false
listing,009,4.8444,5.2,2710,919.2,0.06089,0.0544,0.274,0.1116,1.46,0.1443,false,false
listing,009,5.0222,4.56,926,391.2,0.04428,0.04949,-0.1856,-0.025,-0.55,0.5825,false,false
listing,009,5.0222,4.88,7448,4172.8,0.04793,0.04872,-0.0711,-0.0476,-0.715,0.4744,false,false
listing,009,5.0222,5.2,7520,4207.0,0.05199,0.05164,0.0463,0.0365,0.487,0.6265,false,false
listing,009,5.0222,5.52,674,345.7,0.05341,0.05121,0.0851,0.0243,0.26,0.7948,false,false
listing,009,5.2,4.88,2486,1160.4,0.04948,0.05021,-0.0253,-0.004,-0.137,0.8913,false,false
listing,009,5.2,5.2,10411,5702.0,0.04735,0.04811,-0.0886,-0.0659,-1.036,0.3002,false,false
listing,009,5.2,5.52,3301,1723.9,0.05877,0.05487,0.223,0.1239,1.598,0.1101,false,false
listing,009,5.3778,4.88,784,572.3,0.06122,0.05347,0.282,0.0866,1.189,0.2344,false,false
listing,009,5.3778,5.2,5895,3758.1,0.04699,0.04812,-0.0998,-0.0654,-0.943,0.3455,false,false
listing,009,5.3778,5.52,8543,3229.5,0.04518,0.04705,-0.1563,-0.098,-1.344,0.179,false,false
listing,009,5.3778,5.84,857,594.7,0.05134,0.0509,0.028,0.0156,0.11,0.9123,false,false
listing,009,5.5556,5.2,2026,1132.0,0.05479,0.0524,0.1217,0.0575,0.682,0.4951,false,false
listing,009,5.5556,5.52,9336,5573.7,0.04467,0.04604,-0.1729,-0.1293,-1.942,0.05213,false,false
listing,009,5.5556,5.84,4135,2865.5,0.05248,0.05185,0.0596,0.0422,0.52,0.603,false,false
listing,009,5.7333,5.2,606,249.5,0.05611,0.05145,0.156,0.0312,0.415,0.6778,false,false
listing,009,5.7333,5.52,4471,2769.8,0.05144,0.05118,0.0309,0.0236,0.262,0.7933,false,false
listing,009,5.7333,5.84,8753,4884.6,0.04684,0.04782,-0.1043,-0.0746,-1.123,0.2615,false,false
listing,009,5.7333,6.16,1297,675.3,0.0771,0.05847,0.6146,0.2156,3.179,0.00148,true,true
listing,009,5.9111,5.52,1446,1058.2,0.0574,0.05336,0.1889,0.0838,1.048,0.2946,false,false
listing,009,5.9111,5.84,7867,4767.7,0.04996,0.05016,-0.0115,-0.0057,-0.126,0.8998,false,false
listing,009,5.9111,6.16,4356,2580.9,0.05257,0.05186,0.0622,0.0426,0.515,0.6065,false,false
listing,009,5.9111,6.48,469,29.5,0.10235,0.05166,1.0233,0.0369,1.291,0.1968,false,false
listing,009,6.0889,5.52,432,326.3,0.07407,0.05464,0.5569,0.1178,1.959,0.05008,false,false
listing,009,6.0889,5.84,3220,2113.4,0.04255,0.04611,-0.2431,-0.127,-1.641,0.1007,false,false
listing,009,6.0889,6.16,7861,4629.2,0.05356,0.05282,0.0889,0.0691,0.996,0.3192,false,false
listing,009,6.0889,6.48,1475,980.5,0.05017,0.05053,-0.0053,0.0049,-0.026,0.9789,false,false
listing,009,6.2667,5.84,968,575.6,0.05992,0.05314,0.2509,0.0776,1.049,0.2941,false,false
listing,009,6.2667,6.16,5578,3636.5,0.05253,0.05198,0.061,0.0457,0.599,0.5489,false,false
listing,009,6.2667,6.48,4523,2912.1,0.05992,0.05663,0.2508,0.1694,2.36,0.01829,true,false
listing,009,6.2667,6.8,468,331.9,0.07051,0.05409,0.4858,0.1032,1.679,0.09309,false,false
listing,009,6.4444,5.84,413,120.5,0.05327,0.05092,0.0812,0.016,0.146,0.8837,false,false
listing,009,6.4444,6.16,2167,1566.9,0.05814,0.05437,0.2075,0.1108,1.41,0.1585,false,false
listing,009,6.4444,6.48,6082,3643.7,0.04949,0.04988,-0.025,-0.0138,-0.238,0.8115,false,false
listing,009,6.4444,6.8,1704,869.3,0.07512,0.05923,0.577,0.2342,3.339,0.0008411,true,true
listing,009,6.6222,6.16,758,33.4,0.08047,0.05134,0.6764,0.0279,0.796,0.4262,false,false
listing,009,6.6222,6.48,3914,2550.7,0.05902,0.05579,0.2291,0.148,2.001,0.04537,true,false
listing,009,6.6222,6.8,4208,2346.0,0.05513,0.05333,0.1308,0.0829,1.059,0.2898,false,false
listing,009,6.6222,7.12,567,413.8,0.07231,0.05511,0.5221,0.1303,2.042,0.04112,true,false
listing,009,6.8,6.48,1338,917.1,0.05605,0.05266,0.1547,0.0645,0.789,0.4299,false,false
listing,009,6.8,6.8,4447,2845.8,0.05105,0.05093,0.0197,0.0165,0.169,0.866,false,false
listing,009,6.8,7.12,1872,1260.6,0.06677,0.05774,0.4072,0.1974,2.666,0.007679,true,false
listing,009,6.9778,6.8,2331,1651.0,0.05363,0.05219,0.0908,0.0518,0.608,0.5433,false,false
listing,009,6.9778,7.12,3528,2114.6,0.06264,0.05747,0.315,0.1906,2.584,0.009767,true,false
listing,009,6.9778,7.44,644,454.8,0.07453,0.05594,0.5658,0.1517,2.358,0.01837,true,false
listing,009,7.1556,6.8,765,632.7,0.05882,0.053,0.2243,0.074,0.974,0.33,false,false
listing,009,7.1556,7.12,3149,1855.9,0.05811,0.05467,0.2068,0.1186,1.529,0.1263,false,false
listing,009,7.1556,7.44,1701,1254.2,0.05938,0.0545,0.2378,0.1141,1.461,0.144,false,false
listing,009,7.3333,7.12,1473,907.5,0.05363,0.05178,0.091,0.0402,0.452,0.6516,false,false
listing,009,7.3333,7.44,2776,1418.1,0.04971,0.05026,-0.0185,-0.0027,-0.111,0.9119,false,false
listing,009,7.3333,7.76,643,448.9,0.06065,0.05288,0.2685,0.0707,0.998,0.3183,false,false
listing,009,7.5111,7.12,508,391.0,0.06102,0.05273,0.2773,0.0666,0.965,0.3346,false,false
listing,009,7.5111,7.44,1887,1158.7,0.05299,0.05168,0.0737,0.0374,0.411,0.6811,false,false
listing,009,7.5111,7.76,1375,1023.6,0.05527,0.05249,0.1345,0.0599,0.72,0.4717,false,false
listing,009,7.6889,7.44,884,601.1,0.06674,0.05506,0.4065,0.1288,1.837,0.06615,false,false
listing,009,7.6889,7.76,1785,1105.2,0.05378,0.05197,0.095,0.0456,0.521,0.6023,false,false
listing,009,7.6889,8.08,613,335.2,0.04078,0.04904,-0.3041,-0.0381,-0.801,0.4229,false,false
listing,009,7.8667,7.76,1031,718.7,0.05626,0.05243,0.1599,0.0583,0.724,0.4693,false,false
listing,009,7.8667,8.08,1095,665.0,0.04384,0.04874,-0.2,-0.0471,-0.769,0.4421,false,false
listing,009,8.0444,7.76,532,305.6,0.06203,0.05253,0.3009,0.0609,0.933,0.3506,false,false
listing,009,8.0444,8.08,1040,680.3,0.05769,0.05279,0.1963,0.0681,0.875,0.3814,false,false
listing,009,8.0444,8.4,512,370.3,0.06055,0.05256,0.2659,0.0618,0.897,0.3698,false,false
listing,009,8.2222,8.08,623,449.7,0.061,0.05296,0.2766,0.0728,1.032,0.3021,false,false
listing,009,8.2222,8.4,690,485.8,0.05797,0.0524,0.2032,0.0575,0.768,0.4426,false,false
listing,009,8.4,8.4,625,453.7,0.0496,0.05049,-0.0218,0.0039,-0.073,0.9414,false,false
listing,009,8.5778,8.72,501,330.7,0.03992,0.04891,-0.335,-0.0419,-0.868,0.3856,false,false
listing,009,2.4444,2.48,601,179.4,0.02995,0.04868,-0.7495,-0.0489,-1.25,0.2113,false,false
listing,009,2.6222,2.8,527,144.0,0.01708,0.04801,-1.56,-0.0689,-1.826,0.06786,false,false
listing,009,2.8,2.8,1561,436.8,0.02178,0.04461,-1.209,-0.1746,-2.731,0.006319,true,false
listing,009,2.9778,2.8,664,273.2,0.03614,0.04864,-0.4783,-0.0499,-1.074,0.2828,false,false
listing,009,2.9778,3.12,1567,363.2,0.02999,0.04696,-0.7475,-0.1008,-1.774,0.076,false,false
listing,009,3.1556,3.12,2880,1019.0,0.03681,0.04538,-0.4522,-0.1502,-1.978,0.04795,false,false
listing,009,3.1556,3.44,683,190.5,0.03075,0.04865,-0.7117,-0.0498,-1.238,0.2159,false,false
listing,009,3.3333,3.12,1085,243.6,0.04885,0.05049,-0.0438,0.004,-0.107,0.9144,false,false
listing,009,3.3333,3.44,3765,295.2,0.04197,0.04939,-0.2629,-0.0278,-0.659,0.5099,false,false
listing,009,3.5111,3.44,4199,1582.3,0.04549,0.04815,-0.1467,-0.0645,-0.885,0.376,false,false
listing,009,3.5111,3.76,2100,800.9,0.05857,0.05332,0.2181,0.0827,1.063,0.2876,false,false
listing,009,3.6889,3.44,1222,577.0,0.06628,0.05481,0.3966,0.1223,1.75,0.08013,false,false
listing,009,3.6889,3.76,5630,1926.2,0.04156,0.04577,-0.2768,-0.1378,-1.764,0.07767,false,false
listing,009,3.6889,4.08,713,474.7,0.03927,0.04815,-0.3587,-0.0645,-1.104,0.2695,false,false
listing,009,3.8667,3.76,4852,1424.4,0.04761,0.04928,-0.0809,-0.0311,-0.474,0.6357,false,false
listing,009,3.8667,4.08,3910,1722.8,0.04015,0.0453,-0.3266,-0.1527,-1.936,0.05284,false,false
listing,009,4.0444,3.76,1445,825.6,0.0609,0.05416,0.2743,0.1051,1.386,0.1658,false,false
listing,009,4.0444,4.08,7502,1950.1,0.04252,0.04626,-0.2439,-0.1223,-1.582,0.1137,false,false
listing,009,4.0444,4.4,1687,1030.0,0.0492,0.05014,-0.0335,-0.006,-0.169,0.8655,false,false
listing,009,4.2222,3.76,401,232.7,0.04988,0.05063,-0.0138,0.008,-0.033,0.9734,false,false
listing,009,4.2222,4.08,5062,2359.0,0.04583,0.04784,-0.1358,-0.074,-1.004,0.3151,false,false
listing,009,4.2222,4.4,6750,2421.7,0.04119,0.04503,-0.29,-0.1613,-2.063,0.03907,true,false
listing,009,4.2222,4.72,488,273.1,0.05328,0.05111,0.0814,0.0214,0.221,0.8251,false,false
listing,009,4.4,4.08,1638,706.8,0.05006,0.05053,-0.0084,0.0052,-0.036,0.9716,false,false
listing,009,4.4,4.4,9649,3759.5,0.04405,0.04607,-0.1931,-0.1283,-1.769,0.07694,false,false
listing,009,4.4,4.72,3328,513.8,0.05168,0.05097,0.0376,0.0174,0.138,0.8905,false,false
listing,009,4.5778,4.08,472,333.5,0.03602,0.04824,-0.4834,-0.062,-1.197,0.2312,false,false
listing,009,4.5778,4.4,5296,2599.9,0.05476,0.05321,0.121,0.0796,1.027,0.3044,false,false
listing,009,4.5778,4.72,8831,3112.6,0.04314,0.04575,-0.223,-0.1383,-1.84,0.06582,false,false
listing,009,4.5778,5.04,854,488.8,0.04918,0.05038,-0.034,0.0008,-0.119,0.9055,false,false
listing,009,4.7556,4.4,1568,943.4,0.05038,0.05061,0.0008,0.0073,0.004,0.9968,false,false
listing,009,4.7556,4.72,10268,5683.7,0.04568,0.0468,-0.1407,-0.1055,-1.613,0.1068,false,false
listing,009,4.7556,5.04,4790,2235.0,0.05511,0.05327,0.1303,0.0813,1.029,0.3034,false,false
listing,009,4.9333,4.4,593,444.6,0.04553,0.04962,-0.1453,-0.0211,-0.465,0.6419,false,false
listing,009,4.9333,4.72,4792,2557.7,0.04987,0.05021,-0.0138,-0.0041,-0.111,0.9117,false,false
listing,009,4.9333,5.04,10002,3074.7,0.04609,0.0477,-0.1276,-0.0781,-1.081,0.2797,false,false
listing,009,4.9333,5.36,1332,847.3,0.06006,0.05393,0.2543,0.099,1.292,0.1964,false,false
listing,009,5.1111,4.72,1443,498.0,0.0499,0.05054,-0.0132,0.0054,-0.047,0.9627,false,false
listing,009,5.1111,5.04,9209,5398.5,0.04724,0.04805,-0.0922,-0.0676,-1.048,0.2948,false,false
listing,009,5.1111,5.36,5342,3024.3,0.05279,0.05207,0.0681,0.0484,0.612,0.5403,false,false
listing,009,5.2889,4.72,586,157.7,0.02901,0.04882,-0.7955,-0.0446,-1.226,0.2204,false,false
listing,009,5.2889,5.04,3951,2521.5,0.04784,0.04898,-0.074,-0.04,-0.578,0.5631,false,false
listing,009,5.2889,5.36,10341,4918.6,0.04526,0.04662,-0.154,-0.1112,-1.635,0.1021,false,false
listing,009,5.2889,5.68,1802,878.1,0.06326,0.05513,0.3293,0.1307,1.749,0.08024,false,false
listing,009,5.4667,5.04,1170,870.8,0.06325,0.0551,0.3289,0.1299,1.74,0.08187,false,false
