brand,story,launch_year,filing_date,serial_number,mark_identification,nice_classes,dkl,prospective_kl,retrospective_kl,goods_services
MODERNA,Moderna Therapeutics name 2010-,2010,20100907,85123801,MODERNA,"001,005",-0.018787736194585847,4.126825281038855,4.1456130172334404,"Medical, biological and pharmaceutical preparations for scientific, research, medical, or pharmaceutical use, namely, preparations for treating cancers, neurological disorders, cardiovascular disorders, inflammatory disorders, immunoregulat"
SPIKEVAX,Spikevax (mRNA-1273) brand 2021,2021,20201011,90247367,SPIKEVAX,005,,,,Vaccines
MRESVIA,mResvia RSV vaccine approved May 2024,2024,20230117,97757619,MRESVIA,005,-0.06279032909543769,6.975557272244997,7.038347601340435,vaccines for human use
