cls,name,year,n,beta_lin,beta_quad,z_lin,z_quad
005,Pharmaceuticals,2001,6906,0.07665433440234302,0.13518220346719179,2.6512612119090746,7.456966560203127
005,Pharmaceuticals,2002,7551,0.037935397662893756,0.04466311223291227,1.5115553348525987,3.5740631837622443
005,Pharmaceuticals,2003,7917,-0.06628928229957927,-0.009893171519427799,-2.8112315766240714,-0.8408962328449376
005,Pharmaceuticals,2004,9605,-0.11369026392776212,0.04095132133261913,-4.972281690077286,3.4517874913453004
005,Pharmaceuticals,2005,9672,-0.09180957221846503,0.04538780312405841,-3.8887797360290586,3.9916931151933324
005,Pharmaceuticals,2006,11017,-0.06884985121403771,0.0610859359791151,-3.2336570157734297,4.973363243477317
005,Pharmaceuticals,2007,11595,-0.08022380286273643,0.04083775642443122,-3.935545701276195,3.6956895692266056
005,Pharmaceuticals,2008,12096,0.014340808006870607,0.01709504880470965,0.7345924460967019,1.9844912170038478
005,Pharmaceuticals,2009,11643,-0.1045873579405832,0.025275849912626987,-4.932702261600668,3.2954796578535075
005,Pharmaceuticals,2010,12469,-0.08056245017657024,0.03506056528230947,-4.065731310696748,4.204389097547034
005,Pharmaceuticals,2011,13288,-0.14771529162666938,0.012540169558803627,-7.8913585247327305,1.6997222429691106
005,Pharmaceuticals,2012,12870,-0.1611195148776881,0.013695676927472011,-8.620987947256744,1.7683491285115214
005,Pharmaceuticals,2013,13843,-0.18889956059342108,0.028976433688892852,-10.087388206809225,4.078490009974638
005,Pharmaceuticals,2014,14575,-0.0936783403906792,0.019512881773785233,-5.36770583065792,2.6448924142353762
005,Pharmaceuticals,2015,15479,-0.06065198805193819,0.025106739829294736,-3.7022087108777297,3.6105614706399694
005,Pharmaceuticals,2016,15840,-0.09598739320281154,0.031935811558006406,-5.832668075011411,4.811233963894414
005,Pharmaceuticals,2017,17595,-0.028054605156906193,0.04633263967565517,-1.769916740785883,6.864397781725899
005,Pharmaceuticals,2018,19642,0.07180250626874397,0.04935193499304962,4.1069906505380205,8.046198069041852
005,Pharmaceuticals,2019,22319,-0.07666623630554414,0.04490221770924746,-5.450844280916486,7.491765657469722
005,Pharmaceuticals,2020,28041,-0.1497355708877014,0.06078304204701884,-11.405367339234322,11.936429267633153
005,Pharmaceuticals,2021,23467,-0.11850274487389324,0.04472308638642613,-7.979771834504703,6.6132240089563705
006,Common Metals,1990,1500,-0.011373193607656124,0.04352594277218895,-0.18319451050114655,1.4223987966375153
006,Common Metals,1991,1507,-0.019255267667548256,0.0038358911458445883,-0.3596256851136087,0.17569611285562317
006,Common Metals,1992,1588,0.07903675935181784,0.004448929828502989,1.4856859795658568,0.202423699700232
006,Common Metals,1993,1805,-0.003747147013791784,0.031849122348181734,-0.0776300890954733,1.369908846031923
006,Common Metals,1994,1805,-0.05336491835634356,0.07390708903433012,-1.079433372370124,2.5629710124417677
006,Common Metals,1995,1972,-0.15481687186543475,0.012622556295436523,-3.3210543342370444,0.48650856351825433
006,Common Metals,1996,2153,-0.03851752377742624,0.009388102455691374,-0.8612742732645713,0.43629434986202015
006,Common Metals,1997,2428,0.010045354681901592,0.07907843742169295,0.2321132550590564,2.870750002028354
006,Common Metals,1998,1971,-0.06773751835891505,0.02790128090945364,-1.377120991277962,1.1093486242501904
006,Common Metals,1999,1892,-0.15518447360638113,0.04418151658912589,-3.183995037616448,1.394246227764439
006,Common Metals,2000,1933,-0.13139540585788054,0.04519674214200449,-2.7612784724676724,1.63824244558565
006,Common Metals,2001,1743,-0.06333290262686396,-0.0032581647178101213,-1.3049807520678063,-0.1093259714948131
006,Common Metals,2002,1938,0.005861915897924763,0.027704669738848074,0.12593780379766362,1.0837550883271765
006,Common Metals,2003,2168,-0.19488629646237063,-0.0028691792166176916,-4.314033101828319,-0.12458384442948005
006,Common Metals,2004,2444,-0.20111535383551415,0.001379247338987816,-4.738421901339359,0.05027715321916469
006,Common Metals,2005,2945,-0.3745139729313502,-0.019386887268352002,-9.295614827655017,-0.755217344269556
006,Common Metals,2006,3000,-0.2512569718332764,0.03643228547068006,-6.328671169548743,1.6284792753209545
006,Common Metals,2007,3399,-0.31515232185264663,0.04150007349319794,-7.901853817348673,2.417423923727264
006,Common Metals,2008,3260,-0.17439673553608256,0.029084776145407804,-4.355145033354767,2.0659946674853797
006,Common Metals,2009,3022,-0.18417025208110285,0.013919956606798919,-4.53940219033215,0.8652453663884845
006,Common Metals,2010,3179,-0.13203808571080008,0.024473216566560554,-3.3007157872833046,1.719264938999418
006,Common Metals,2011,3315,-0.09349733480837402,0.021219584813971487,-2.523484327805166,1.2661347963375642
006,Common Metals,2012,3261,-0.056831206506959574,-0.004615868680532549,-1.5636392713613483,-0.2561821555481718
006,Common Metals,2013,3521,-0.06319873097603938,0.023234237856749572,-1.8114477504616704,1.274763511009079
006,Common Metals,2014,3701,-0.1093453570693676,0.04022270410648755,-3.165550446092303,2.331964465488729
006,Common Metals,2015,3698,-0.013635895765362992,0.03256038053981855,-0.38783889074337824,2.053015941651153
006,Common Metals,2016,4047,-0.1454108543335073,0.06016089290102041,-3.958540672068413,3.7456877646637228
006,Common Metals,2017,4427,-0.03224769305700179,0.002570547496984149,-0.9437829492180715,0.1548125719204085
006,Common Metals,2018,4543,-0.09088070781338929,0.014168371201122444,-2.4129761493873305,0.7238121085612806
006,Common Metals,2019,5095,-0.13837529501023343,-0.0007118217822919471,-3.705593876924988,-0.03251074759735649
006,Common Metals,2020,6470,-0.2665953353030348,-0.0031175195907993105,-8.697029739952058,-0.14944933851280678
006,Common Metals,2021,7273,-0.0771852128034904,0.014289123154605439,-2.7852007085276145,1.1115586207510317
007,Machines & Power Tools,1990,2653,0.024572388219085955,-0.02909482037314245,0.5251127268131874,-1.1981301141218237
007,Machines & Power Tools,1991,2507,0.10645538467153227,0.021907775190516763,2.618960665589289,1.0688458404287822
007,Machines & Power Tools,1992,2617,0.09739564680582105,0.001665664670157155,2.3908373226112527,0.07729789364244333
