cls,class_name,year,n_total,n_debuts,debut_share,single_share,midtier_share,heavy_share,top10_share
001,Chemicals & Industrial,2013,5177,1810,0.34962333397720685,0.4548966582963106,0.4923700985126521,0.05273324319103728,0.03418968514583736
001,Chemicals & Industrial,2014,5778,2061,0.35669781931464173,0.4435790931118034,0.4667705088265836,0.08965039806161301,0.03686396677050883
001,Chemicals & Industrial,2015,5798,2068,0.35667471541911006,0.43308037254225595,0.47895826146947224,0.08796136598827181,0.03656433252845809
001,Chemicals & Industrial,2016,5726,2036,0.3555710792874607,0.4290953545232274,0.4659448131330772,0.10495983234369542,0.03929444638491093
001,Chemicals & Industrial,2017,6280,2183,0.3476114649681529,0.41656050955414015,0.47770700636942676,0.10573248407643313,0.03773885350318471
001,Chemicals & Industrial,2018,6018,2074,0.3446327683615819,0.43187105350614824,0.4780658025922233,0.09006314390162845,0.03788634097706879
001,Chemicals & Industrial,2019,6967,2538,0.3642887900100474,0.3960097602985503,0.47653222333859624,0.12745801636285345,0.06602554901679346
001,Chemicals & Industrial,2020,7276,2516,0.34579439252336447,0.4081913139087411,0.48501924134139635,0.10678944474986256,0.035733919736118745
001,Chemicals & Industrial,2021,7455,2661,0.35694164989939636,0.40697518443997316,0.4936284372904091,0.09939637826961771,0.03916834339369551
001,Chemicals & Industrial,2022,6838,2409,0.35229599298040365,0.4107926294238081,0.5155016086575022,0.07370576191868967,0.034220532319391636
001,Chemicals & Industrial,2023,6649,2325,0.3496766431042262,0.44141976237028124,0.48819371334035194,0.07038652428936683,0.03459166791998797
001,Chemicals & Industrial,2024,6809,2493,0.36613305918637096,0.44397121456895283,0.48670876780731387,0.0693200176237333,0.027610515494198854
001,Chemicals & Industrial,2025,6834,2416,0.35352648522095403,0.44776119402985076,0.4820017559262511,0.07023705004389816,0.03424056189640035
002,Paints & Coatings,1985,546,227,0.4157509157509158,0.47802197802197804,0.34615384615384615,0.17582417582417584,0.24358974358974358
002,Paints & Coatings,1986,456,176,0.38596491228070173,0.5679824561403509,0.43201754385964913,0.0,0.1206140350877193
002,Paints & Coatings,1987,440,171,0.3886363636363636,0.5636363636363636,0.43636363636363634,0.0,0.1340909090909091
002,Paints & Coatings,1988,475,154,0.32421052631578945,0.5810526315789474,0.3957894736842105,0.023157894736842106,0.12210526315789473
002,Paints & Coatings,1989,611,182,0.2978723404255319,0.5662847790507365,0.37152209492635024,0.062193126022913256,0.14893617021276595
002,Paints & Coatings,1990,760,311,0.40921052631578947,0.5460526315789473,0.36973684210526314,0.08421052631578947,0.13289473684210526
002,Paints & Coatings,1991,719,257,0.3574408901251738,0.5118219749652295,0.3741307371349096,0.11404728789986092,0.15577190542420027
002,Paints & Coatings,1992,774,297,0.38372093023255816,0.5129198966408268,0.4392764857881137,0.04780361757105943,0.1111111111111111
002,Paints & Coatings,1993,876,314,0.3584474885844749,0.4977168949771689,0.4041095890410959,0.09817351598173515,0.12899543378995434
002,Paints & Coatings,1994,785,270,0.34394904458598724,0.513375796178344,0.40764331210191085,0.07898089171974522,0.1337579617834395
002,Paints & Coatings,1995,1032,391,0.37887596899224807,0.45155038759689925,0.37887596899224807,0.1695736434108527,0.19186046511627908
002,Paints & Coatings,1996,919,353,0.38411316648531013,0.5114254624591947,0.4091403699673558,0.0794341675734494,0.12731229597388466
002,Paints & Coatings,1997,953,353,0.3704092339979014,0.5120671563483735,0.40293809024134314,0.08499475341028331,0.10912906610703044
002,Paints & Coatings,1998,1098,395,0.35974499089253187,0.5154826958105647,0.3843351548269581,0.10018214936247723,0.1284153005464481
002,Paints & Coatings,1999,1206,471,0.39054726368159204,0.49834162520729686,0.42786069651741293,0.07379767827529021,0.1044776119402985
002,Paints & Coatings,2000,1227,468,0.38141809290953543,0.4979625101874491,0.4180929095354523,0.08394458027709861,0.10268948655256724
002,Paints & Coatings,2001,1108,386,0.3483754512635379,0.5451263537906137,0.38086642599277976,0.0740072202166065,0.10740072202166065
002,Paints & Coatings,2002,1129,399,0.3534100974313552,0.5013286093888397,0.4295837023914969,0.06908768821966342,0.1054030115146147
002,Paints & Coatings,2003,1301,501,0.3850883935434281,0.5134511913912375,0.41199077632590314,0.07455803228285934,0.09454265949269793
002,Paints & Coatings,2004,1400,458,0.3271428571428571,0.46285714285714286,0.3628571428571429,0.1742857142857143,0.12785714285714286
002,Paints & Coatings,2005,1441,518,0.35947258848022207,0.4732824427480916,0.4580152671755725,0.06870229007633588,0.0936849410131853
002,Paints & Coatings,2006,1353,525,0.38802660753880264,0.4878048780487805,0.45602365114560234,0.05617147080561715,0.07834441980783444
002,Paints & Coatings,2007,1451,555,0.3824948311509304,0.4583046175051689,0.47829083390764987,0.06340454858718125,0.08821502412129566
002,Paints & Coatings,2008,1469,504,0.3430905377808033,0.504424778761062,0.4091218515997277,0.08645336963921035,0.10415248468345814
002,Paints & Coatings,2009,1220,434,0.3557377049180328,0.4901639344262295,0.419672131147541,0.09016393442622951,0.10491803278688525
002,Paints & Coatings,2010,1316,509,0.38677811550151975,0.48632218844984804,0.4065349544072948,0.10714285714285714,0.12082066869300911
002,Paints & Coatings,2011,1467,550,0.37491479209270623,0.47375596455351054,0.4239945466939332,0.10224948875255624,0.10224948875255624
002,Paints & Coatings,2012,1308,467,0.3570336391437309,0.52217125382263,0.39602446483180426,0.08180428134556575,0.09480122324159021
002,Paints & Coatings,2013,1346,463,0.3439821693907875,0.48439821693907875,0.4635958395245171,0.05200594353640416,0.08172362555720654
002,Paints & Coatings,2014,1595,546,0.34231974921630093,0.4833855799373041,0.38808777429467084,0.12852664576802508,0.12852664576802508
002,Paints & Coatings,2015,1590,625,0.39308176100628933,0.48553459119496856,0.4257861635220126,0.08867924528301886,0.10566037735849057
002,Paints & Coatings,2016,1623,682,0.42020948860135554,0.5003080714725816,0.41158348736906963,0.08810844115834873,0.10412815773259396
002,Paints & Coatings,2017,1746,749,0.4289805269186712,0.5034364261168385,0.3928980526918671,0.1036655211912944,0.10882016036655212
002,Paints & Coatings,2018,1668,702,0.420863309352518,0.5287769784172662,0.38369304556354916,0.08752997601918465,0.10311750599520383
002,Paints & Coatings,2019,2072,1040,0.5019305019305019,0.4826254826254826,0.36341698841698844,0.15395752895752896,0.16264478764478765
002,Paints & Coatings,2020,2190,958,0.4374429223744292,0.5077625570776255,0.3949771689497717,0.09726027397260274,0.09726027397260274
002,Paints & Coatings,2021,2158,1042,0.48285449490268767,0.540778498609824,0.33642261353104724,0.12279888785912882,0.12279888785912882
002,Paints & Coatings,2022,1743,810,0.46471600688468157,0.5496270797475616,0.3602983362019507,0.09007458405048767,0.09523809523809523
002,Paints & Coatings,2023,1888,856,0.4533898305084746,0.6133474576271186,0.3003177966101695,0.08633474576271187,0.0948093220338983
002,Paints & Coatings,2024,2004,934,0.4660678642714571,0.5983033932135728,0.3522954091816367,0.04940119760479042,0.06187624750499002
002,Paints & Coatings,2025,2013,922,0.4580228514654744,0.583705911574764,0.38002980625931443,0.03626428216592151,0.057625434674615006
003,Cosmetics & Cleaning,1985,2742,1071,0.39059080962800874,0.4711889132020423,0.38402625820568925,0.1447848285922684,0.09008023340627279
003,Cosmetics & Cleaning,1986,2721,1059,0.38919514884233736,0.4836457184858508,0.418228592429254,0.09812568908489526,0.07092980521866961
003,Cosmetics & Cleaning,1987,2821,1092,0.3870967741935484,0.46508330379298124,0.4264445232187168,0.10847217298830202,0.08330379298121234
003,Cosmetics & Cleaning,1988,3079,1099,0.3569340695030854,0.464761286131861,0.3796687236115622,0.1555699902565768,0.08476778174732055
003,Cosmetics & Cleaning,1989,3519,1209,0.3435635123614663,0.4381926683716965,0.38562091503267976,0.17618641659562376,0.08610400682011936
003,Cosmetics & Cleaning,1990,4552,2131,0.4681458699472759,0.4771528998242531,0.40114235500878737,0.12170474516695957,0.05250439367311072
003,Cosmetics & Cleaning,1991,4362,1657,0.379871618523613,0.44154057771664373,0.40440165061898214,0.15405777166437415,0.0761118752865658
003,Cosmetics & Cleaning,1992,4514,1685,0.37328311918475854,0.42024811696942843,0.43907842268498004,0.1406734603455915,0.06823216659282233
003,Cosmetics & Cleaning,1993,4782,1826,0.3818485989125889,0.45629443747386034,0.4190715181932246,0.1246340443329151,0.04893350062735257
003,Cosmetics & Cleaning,1994,5401,1979,0.3664136271060915,0.4208479911127569,0.4323273467876319,0.14682466209961118,0.05424921310868358
003,Cosmetics & Cleaning,1995,6079,2093,0.34430004935022207,0.39480177660799476,0.40220430991939465,0.20299391347261062,0.0676098042441191
003,Cosmetics & Cleaning,1996,6245,2202,0.35260208166533225,0.39951961569255406,0.4020816653322658,0.19839871897518013,0.06261008807045637
003,Cosmetics & Cleaning,1997,6994,2427,0.34701172433514443,0.3909064912782385,0.4123534458106949,0.19674006291106663,0.07048899056334
003,Cosmetics & Cleaning,1998,7275,2550,0.35051546391752575,0.41663230240549826,0.4083848797250859,0.1749828178694158,0.06281786941580755
003,Cosmetics & Cleaning,1999,8501,3116,0.36654511233972475,0.41253970121162215,0.40007057993177275,0.1873897188566051,0.06952123279614163
003,Cosmetics & Cleaning,2000,8394,3123,0.37205146533238026,0.41231832261138907,0.4044555634977365,0.18322611389087443,0.06540385989992852
003,Cosmetics & Cleaning,2001,8549,2710,0.31699613989940345,0.3806293133699848,0.39068896947011345,0.22868171715990174,0.07965843958357703
003,Cosmetics & Cleaning,2002,9029,3110,0.3444456750470706,0.3857570052054491,0.39550337800420865,0.21873961679034223,0.07774947391737734
003,Cosmetics & Cleaning,2003,9937,3479,0.3501056656938714,0.39549159706148734,0.3853275636510013,0.2191808392875113,0.08111099929556204
003,Cosmetics & Cleaning,2004,11053,4005,0.3623450646883199,0.404596037274948,0.3824301094725414,0.21297385325251064,0.07907355469103411
003,Cosmetics & Cleaning,2005,12113,4164,0.3437628993643193,0.38322463469000245,0.38933377363163546,0.2274415916783621,0.07108065714521589
003,Cosmetics & Cleaning,2006,11728,4299,0.36655866302864937,0.4115791268758527,0.4056957708049113,0.18272510231923603,0.0642905866302865
003,Cosmetics & Cleaning,2007,12638,4726,0.37395157461623674,0.4180250039563222,0.38186421902199713,0.20011077702168065,0.06717835100490584
003,Cosmetics & Cleaning,2008,12026,4337,0.3606352902045568,0.42740728421752866,0.38932313321137535,0.18326958257109596,0.05920505571262265
003,Cosmetics & Cleaning,2009,10868,4072,0.374677953625322,0.430898049319102,0.39142436510857564,0.1776775855723224,0.06128082443871918
003,Cosmetics & Cleaning,2010,11468,4206,0.36675967910708057,0.43111266131845133,0.3884722706662016,0.18041506801534704,0.06749215207534008
003,Cosmetics & Cleaning,2011,12351,4555,0.36879604890292284,0.42385231965023074,0.3864464415836774,0.18970123876609182,0.06873937333009474
003,Cosmetics & Cleaning,2012,12618,4810,0.3812014582342685,0.4427009034712316,0.38991916310033287,0.16737993342843557,0.063559993659851
003,Cosmetics & Cleaning,2013,13096,4910,0.3749236408063531,0.44456322541233967,0.38828649969456325,0.16715027489309714,0.062232742822235794
003,Cosmetics & Cleaning,2014,13915,5369,0.3858426158821416,0.4442687747035573,0.39913762127200864,0.15659360402443406,0.0508803449514912
003,Cosmetics & Cleaning,2015,15359,6377,0.4151963018425679,0.4585584999023374,0.38238166547301256,0.15905983462465004,0.04381795689823556
003,Cosmetics & Cleaning,2016,16385,7148,0.43625267012511443,0.4774488861763808,0.3823619163869393,0.1401891974366799,0.040402807445834604
003,Cosmetics & Cleaning,2017,19431,9104,0.46852966908548194,0.5019299058205959,0.3651896454119706,0.1328804487674335,0.03473830477072719
003,Cosmetics & Cleaning,2018,22309,10614,0.4757721099107983,0.5098390783988525,0.37747097583934736,0.11268994576180016,0.026715675288000357
003,Cosmetics & Cleaning,2019,25522,12819,0.5022725491732623,0.5111668364548233,0.3745396128830029,0.11429355066217381,0.0321683253663506
003,Cosmetics & Cleaning,2020,33800,19283,0.5705029585798816,0.5956804733727811,0.32428994082840235,0.08002958579881657,0.02195266272189349
003,Cosmetics & Cleaning,2021,29229,15990,0.5470594272811249,0.5913989530945294,0.32939888466933526,0.07920216223613534,0.02162236135345034
003,Cosmetics & Cleaning,2022,22580,11571,0.512444641275465,0.579007971656333,0.33489813994685563,0.08609388839681134,0.02546501328609389
003,Cosmetics & Cleaning,2023,23879,12685,0.5312199003308347,0.5952091796138866,0.32706562251350557,0.07772519787260773,0.02684367017044265
003,Cosmetics & Cleaning,2024,29337,15759,0.5371714899273954,0.5998568360773086,0.31724443535467156,0.0828987285680199,0.02611037256706548
003,Cosmetics & Cleaning,2025,33224,17869,0.5378340958343366,0.5778352997832892,0.34204189742354923,0.08012280279316157,0.022694437755839153
004,Lubricants & Fuels,1985,416,178,0.42788461538461536,0.5264423076923077,0.29086538461538464,0.18269230769230768,0.28125
004,Lubricants & Fuels,1986,372,152,0.40860215053763443,0.5913978494623656,0.40860215053763443,0.0,0.13440860215053763
004,Lubricants & Fuels,1987,362,157,0.43370165745856354,0.6187845303867403,0.3812154696132597,0.0,0.10220994475138122
004,Lubricants & Fuels,1988,371,153,0.4123989218328841,0.660377358490566,0.33962264150943394,0.0,0.12668463611859837
004,Lubricants & Fuels,1989,464,180,0.3879310344827586,0.5926724137931034,0.4073275862068966,0.0,0.10991379310344827
004,Lubricants & Fuels,1990,578,255,0.4411764705882353,0.5795847750865052,0.3944636678200692,0.025951557093425604,0.12629757785467127
004,Lubricants & Fuels,1991,573,221,0.3856893542757417,0.568935427574171,0.3699825479930192,0.06108202443280977,0.14834205933682373
004,Lubricants & Fuels,1992,564,232,0.41134751773049644,0.5390070921985816,0.43439716312056736,0.026595744680851064,0.13297872340425532
004,Lubricants & Fuels,1993,627,244,0.38915470494417864,0.543859649122807,0.4370015948963317,0.019138755980861243,0.12440191387559808
004,Lubricants & Fuels,1994,664,267,0.40210843373493976,0.5737951807228916,0.3810240963855422,0.045180722891566265,0.11596385542168675
004,Lubricants & Fuels,1995,813,395,0.4858548585485855,0.5092250922509225,0.35301353013530135,0.13776137761377613,0.1820418204182042
004,Lubricants & Fuels,1996,923,382,0.41386782231852653,0.4712892741061755,0.4745395449620802,0.05417118093174431,0.10725893824485373
004,Lubricants & Fuels,1997,1004,399,0.39741035856573703,0.50199203187251,0.4392430278884462,0.05876494023904383,0.09661354581673307
004,Lubricants & Fuels,1998,1204,461,0.38289036544850497,0.5049833887043189,0.42358803986710963,0.07142857142857142,0.09800664451827243
004,Lubricants & Fuels,1999,1347,577,0.42835931700074237,0.5167037861915368,0.4491462509279881,0.03414996288047513,0.07275426874536006
004,Lubricants & Fuels,2000,1314,524,0.3987823439878234,0.5015220700152208,0.4170471841704718,0.08143074581430745,0.10730593607305935
004,Lubricants & Fuels,2001,1238,468,0.3780290791599354,0.48303715670436187,0.3966074313408724,0.12035541195476575,0.15347334410339256
004,Lubricants & Fuels,2002,1259,481,0.38204924543288327,0.5035742652899127,0.4368546465448769,0.059571088165210485,0.09928514694201747
004,Lubricants & Fuels,2003,1140,472,0.41403508771929826,0.5543859649122806,0.40614035087719297,0.039473684210526314,0.0824561403508772
004,Lubricants & Fuels,2004,1403,589,0.41981468282252316,0.4946543121881682,0.3948681397006415,0.1104775481111903,0.12900926585887385
004,Lubricants & Fuels,2005,1514,626,0.4134742404227213,0.5112285336856011,0.36393659180977544,0.12483487450462351,0.1096433289299868
004,Lubricants & Fuels,2006,1683,788,0.4682115270350565,0.49257278669043375,0.40225787284610814,0.1051693404634581,0.0992275698158051
004,Lubricants & Fuels,2007,1691,768,0.4541691306918983,0.5150798344175045,0.42105263157894735,0.0638675340035482,0.08219988172678888
004,Lubricants & Fuels,2008,1780,752,0.42247191011235957,0.505056179775281,0.399438202247191,0.09550561797752809,0.11235955056179775
004,Lubricants & Fuels,2009,1566,659,0.42081736909323114,0.4789272030651341,0.4386973180076628,0.08237547892720307,0.08812260536398467
004,Lubricants & Fuels,2010,1667,724,0.43431313737252547,0.4997000599880024,0.40491901619676063,0.09538092381523695,0.11517696460707859
004,Lubricants & Fuels,2011,1830,723,0.3950819672131147,0.4448087431693989,0.4262295081967213,0.12896174863387977,0.11748633879781421
004,Lubricants & Fuels,2012,1630,675,0.41411042944785276,0.5404907975460123,0.35644171779141104,0.10306748466257669,0.09079754601226994
004,Lubricants & Fuels,2013,1696,735,0.43337264150943394,0.5412735849056604,0.40625,0.052476415094339625,0.08490566037735849
004,Lubricants & Fuels,2014,1894,770,0.4065469904963041,0.4904963041182682,0.4171066525871172,0.09239704329461457,0.09239704329461457
004,Lubricants & Fuels,2015,1958,844,0.4310520939734423,0.5234933605720122,0.37538304392236976,0.10112359550561797,0.10112359550561797
004,Lubricants & Fuels,2016,2145,941,0.4386946386946387,0.496037296037296,0.38741258741258744,0.11655011655011654,0.09090909090909091
004,Lubricants & Fuels,2017,2378,1094,0.4600504625735913,0.5218671152228763,0.35534062237174097,0.12279226240538267,0.08662741799831791
004,Lubricants & Fuels,2018,2420,1149,0.47479338842975205,0.515702479338843,0.3995867768595041,0.08471074380165289,0.08057851239669421
004,Lubricants & Fuels,2019,2879,1423,0.49426884334838483,0.497742271622091,0.3310177144841959,0.1712400138937131,0.15178881556095866
004,Lubricants & Fuels,2020,3847,2163,0.5622563036132051,0.6155445801923577,0.3244086301013777,0.06004678970626462,0.06004678970626462
004,Lubricants & Fuels,2021,4721,2724,0.576996399067994,0.6038974793475959,0.31878839228976913,0.07731412836263503,0.05697945350561322
004,Lubricants & Fuels,2022,3721,2014,0.541252351518409,0.6135447460360118,0.3292125772641763,0.05724267669981188,0.05455522708949207
004,Lubricants & Fuels,2023,3762,2064,0.5486443381180224,0.621477937267411,0.33413078149920256,0.044391281233386495,0.04678362573099415
004,Lubricants & Fuels,2024,3688,1895,0.5138286334056399,0.6239154013015185,0.34191973969631234,0.034164859002169194,0.036605206073752714
004,Lubricants & Fuels,2025,3493,1837,0.5259089607787003,0.6281133695963356,0.3358144861150873,0.036072144288577156,0.03864872602347552
005,Pharmaceuticals,1985,2317,747,0.32239965472593873,0.4039706517047907,0.43677168752697454,0.15925766076823478,0.09149762624082866
005,Pharmaceuticals,1986,2594,765,0.29491133384734003,0.39707016191210487,0.3962991518889746,0.20663068619892058,0.09329221279876639
005,Pharmaceuticals,1987,2618,747,0.28533231474407944,0.3689839572192513,0.43353705118411,0.19747899159663865,0.09434682964094729
005,Pharmaceuticals,1988,2691,785,0.2917131178000743,0.4013377926421405,0.4388703084355258,0.1597918989223337,0.09698996655518395
005,Pharmaceuticals,1989,3220,889,0.27608695652173915,0.3717391304347826,0.446583850931677,0.18167701863354038,0.1031055900621118
005,Pharmaceuticals,1990,3818,1654,0.43321110529072815,0.4313776846516501,0.4570455735987428,0.11157674174960712,0.05893137768465165
005,Pharmaceuticals,1991,3962,1336,0.337203432609793,0.4043412417970722,0.4596163553760727,0.13604240282685512,0.06335184250378596
005,Pharmaceuticals,1992,4593,1491,0.3246244284781189,0.3581537121706945,0.4537339429566732,0.18811234487263226,0.08229915088177661
005,Pharmaceuticals,1993,5024,1698,0.3379777070063694,0.37201433121019106,0.442078025477707,0.1859076433121019,0.06269904458598727
005,Pharmaceuticals,1994,5142,1615,0.3140801244651886,0.3881758070789576,0.47413457798521974,0.13768961493582263,0.05970439517697394
005,Pharmaceuticals,1995,6257,2136,0.341377657024133,0.3616749240850248,0.47754514943263543,0.16077992648233977,0.05769538117308615
005,Pharmaceuticals,1996,7604,2428,0.3193056286165176,0.3381115202524987,0.460678590215676,0.20120988953182536,0.05207785376117833
005,Pharmaceuticals,1997,9123,2760,0.30253206182176917,0.32171434835032336,0.434725419269977,0.24356023237969965,0.05360078921407432
005,Pharmaceuticals,1998,9847,3166,0.32151924443993096,0.33837717071189194,0.4265258454351579,0.23509698385295014,0.06052604854270336
005,Pharmaceuticals,1999,10937,4014,0.3670110633628966,0.3590564140074975,0.4493005394532322,0.19164304653927036,0.05284813020023772
005,Pharmaceuticals,2000,11077,3990,0.3602058319039451,0.3545183714001986,0.47242033041437215,0.17306129818542926,0.04965243296921549
005,Pharmaceuticals,2001,10683,3470,0.3248151268370308,0.3346438266404568,0.45408593091828137,0.21127024244126183,0.0644949920434335
005,Pharmaceuticals,2002,11130,3517,0.3159928122192273,0.3398921832884097,0.4493261455525607,0.21078167115902965,0.07053009883198562
005,Pharmaceuticals,2003,11368,3684,0.3240675580577058,0.3494897959183674,0.47167487684729065,0.178835327234342,0.0480295566502463
005,Pharmaceuticals,2004,12821,3954,0.30840028078933,0.3367132048982139,0.43662740815849,0.22665938694329615,0.08197488495437173
005,Pharmaceuticals,2005,13196,4128,0.3128220672931191,0.34055774477114276,0.4554410427402243,0.20400121248863293,0.06289784783267657
005,Pharmaceuticals,2006,14107,4401,0.3119727794711845,0.33990217622456936,0.4502729141560927,0.20982490961933792,0.06294747288580138
005,Pharmaceuticals,2007,14540,4790,0.3294360385144429,0.35130674002751033,0.4434662998624484,0.20522696011004127,0.06251719394773039
005,Pharmaceuticals,2008,14590,4586,0.31432488005483206,0.3492803289924606,0.436737491432488,0.21398217957505142,0.0792323509252913
005,Pharmaceuticals,2009,13999,4428,0.3163083077362669,0.35445388956354024,0.42260161440102867,0.2229444960354311,0.0795056789770698
005,Pharmaceuticals,2010,14627,4692,0.32077664592876187,0.35366103780679564,0.42428385861762496,0.22205510357557942,0.07527175770834757
005,Pharmaceuticals,2011,15566,5081,0.3264165488886034,0.3533341899010664,0.41956828986252087,0.2270975202364127,0.07201593215983554
005,Pharmaceuticals,2012,14937,4864,0.325634330856263,0.3651335609560153,0.43837450625962376,0.19649193278436097,0.06500636004552454
005,Pharmaceuticals,2013,15863,5202,0.3279329256761016,0.35888545672319233,0.43188551976297046,0.20922902351383724,0.07419781882367774
005,Pharmaceuticals,2014,16592,5516,0.3324493731918997,0.35860655737704916,0.45003616200578594,0.1913572806171649,0.07383076181292189
005,Pharmaceuticals,2015,17594,6353,0.3610890076162328,0.3748436967147891,0.4550414914175287,0.17011481186768215,0.05678072070023872
005,Pharmaceuticals,2016,18310,6567,0.3586564718732933,0.37635172037138176,0.4469142545057346,0.17673402512288366,0.05843801201529219
005,Pharmaceuticals,2017,20354,7830,0.3846909698339393,0.38960400903999215,0.45288395401395304,0.15751203694605484,0.0391077920801808
005,Pharmaceuticals,2018,22591,8987,0.39781328847771236,0.41627196671240757,0.4452215484042318,0.13850648488336062,0.03058740206276836
005,Pharmaceuticals,2019,25559,10378,0.40604092491881527,0.4089753120231621,0.4461442153448883,0.14488047263194961,0.043741930435463046
005,Pharmaceuticals,2020,31433,13528,0.4303757197849394,0.4499411446568893,0.43635669519295006,0.11370216015016066,0.028123309897241752
005,Pharmaceuticals,2021,26474,10871,0.4106292966684294,0.43540832514920297,0.4403943491727733,0.12419732567802372,0.03180478960489537
005,Pharmaceuticals,2022,22404,8475,0.37828066416711303,0.4162649526870202,0.43577039814318874,0.1479646491697911,0.04320657025531155
005,Pharmaceuticals,2023,22667,9370,0.4133762738783253,0.44743459655005074,0.43843472890104557,0.11413067454890369,0.034102439670004855
005,Pharmaceuticals,2024,28309,12861,0.4543078173019181,0.48719488501889857,0.4078208343636299,0.10498428061747148,0.02486841640467696
005,Pharmaceuticals,2025,33286,15150,0.455146307757015,0.47596587153758335,0.4098419756053596,0.11419215285705703,0.032476116084840474
006,Common Metals,1985,1145,593,0.5179039301310043,0.6061135371179039,0.32751091703056767,0.06637554585152838,0.10393013100436681
006,Common Metals,1986,1074,517,0.4813780260707635,0.6461824953445066,0.3398510242085661,0.013966480446927373,0.06424581005586592
006,Common Metals,1987,970,500,0.5154639175257731,0.7010309278350515,0.29896907216494845,0.0,0.05360824742268041
006,Common Metals,1988,1171,518,0.44235695986336465,0.6404782237403929,0.322801024765158,0.036720751494449186,0.07002561912894961
006,Common Metals,1989,1323,618,0.4671201814058957,0.63567649281935,0.3431594860166289,0.021164021164021163,0.05517762660619804
006,Common Metals,1990,1703,1003,0.5889606576629477,0.6547269524368761,0.3452730475631239,0.0,0.037580739870816206
006,Common Metals,1991,1619,822,0.5077208153180975,0.6460778258184064,0.33662754786905497,0.017294626312538603,0.04570722668313774
