class_id,ethnic,n_eff,n_indiv,share_in_class,mean_dkl,share_positive_dkl,class_name
030,2+races,317.8445,16741,0.018985992473567886,0.03545751526022538,0.5917683017953748,Coffee/Tea/Sugar
030,Hispanic,2038.1952999999996,16741,0.12174871871453316,0.03831741536109132,0.5897213088461151,Coffee/Tea/Sugar
031,White,2714.6654000000003,4172,0.6506868168744009,0.04400179877425509,0.54849135366738,Agricultural Products
031,Black,440.9678,4172,0.10569697986577181,0.0514270639787655,0.5619564512420181,Agricultural Products
031,API,505.2566,4172,0.12110656759348035,0.16396328571428934,0.7778221996506329,Agricultural Products
031,AIAN,22.9846,4172,0.005509252157238734,0.0516108948717658,0.5705298330186299,Agricultural Products
031,2+races,76.1008,4172,0.01824084372003835,0.06564973853445553,0.5760005151062799,Agricultural Products
031,Hispanic,392.9643,4172,0.09419086768935762,0.039835598227086544,0.5639234912687998,Agricultural Products
032,White,4201.2755,6331,0.6636037750750275,0.03221381683596743,0.5241552714169782,Beverages (Non-Alcoholic)
032,Black,718.4901,6331,0.1134876164902859,0.03163475477631064,0.5369887490446981,Beverages (Non-Alcoholic)
032,API,467.26109999999994,6331,0.07380525983256989,0.032404717242624864,0.5444538396198615,Beverages (Non-Alcoholic)
032,AIAN,39.6054,6331,0.006255788974885485,0.031201278082398795,0.5261126008069607,Beverages (Non-Alcoholic)
032,2+races,112.974,6331,0.017844574316853577,0.0332350185077845,0.5337413918246676,Beverages (Non-Alcoholic)
032,Hispanic,766.117,6331,0.12101042489338176,0.031853907756065156,0.5275155100330629,Beverages (Non-Alcoholic)
033,White,3043.5755,5062,0.6012594824180166,0.04153032045230247,0.5535479569999167,Alcoholic Beverages
033,Black,473.1273,5062,0.09346647570130383,0.03622563043015399,0.5492466826581346,Alcoholic Beverages
033,API,298.8775,5062,0.05904336230738838,0.050136137000288405,0.581232110145461,Alcoholic Beverages
033,AIAN,28.2661,5062,0.005583978664559463,0.04529914954482545,0.5264433367178352,Alcoholic Beverages
033,2+races,76.4324,5062,0.015099249308573686,0.04761599700829958,0.5625009812592566,Alcoholic Beverages
033,Hispanic,1122.9207999999999,5062,0.22183342552350846,0.10598841407592115,0.6314762359019443,Alcoholic Beverages
034,White,1622.0549,3140,0.5165779936305733,0.19192389590909367,0.6730134719854426,Tobacco
034,Black,288.05589999999995,3140,0.09173754777070062,0.20651816242758142,0.7153903113944204,Tobacco
034,API,764.8234,3140,0.2435743312101911,0.15108163433043698,0.7225148969029974,Tobacco
034,AIAN,20.3615,3140,0.006484554140127388,0.15721619690187477,0.7020553495567615,Tobacco
034,2+races,58.914699999999996,3140,0.01876264331210191,0.20218078612176615,0.7083427395879127,Tobacco
034,Hispanic,373.2337,3140,0.11886423566878981,0.09746417430798163,0.6065106125197163,Tobacco
035,White,66109.1312,99729,0.662887737769355,0.003119240309932032,0.4857653521848128,Advertising & Retail
035,Black,13036.6167,99729,0.13072041933640166,0.005793905989557903,0.4977957509481735,Advertising & Retail
035,API,7857.002399999999,99729,0.07878352735914328,0.009553767587602215,0.5238915925493417,Advertising & Retail
