brand,story,launch_year,filing_date,serial_number,mark_identification,nice_classes,dkl,prospective_kl,retrospective_kl,goods_services
KINDLE,Kindle launched Nov 2007,2007,20060502,78874830,KINDLE,"009,038,041",0.18943058404729504,4.802097180507119,4.612666596459824,"Transmission of text, images and sound through a portable electronic device Providing information in the field of electronic publishing in all forms, via a global computer information network Portable electronic device for receiving and rea"
FIRE TV,Fire TV launched Apr 2014,2014,20180905,88105974,FIRE TV CUBE,"009,035,038,041,042",-0.044066117967235516,2.1554892137745822,2.1995553317418177,"Educational services in the nature of classroom instruction and on-line distance learning on topics of current events, education, history, language, liberal arts, math, business, science, hobbies, technology, culture, sports, arts, psycholo"
ECHO,Echo launched Nov 2014,2014,20141106,86447406,AMAZON ECHO,035,0.1826738044268037,4.766508351582441,4.583834547155638,"providing consumer information and related news in the field of sports, entertainment, business and finance, politics and government, health and physical fitness, weather, science and technology, travel, arts and literature, lifestyle and p"
ALEXA,Alexa shipped with Echo Nov 2014,2014,19970218,75242413,ALEXA,042,0.07410857969524054,3.87496862725713,3.8008600475618897,providing a wide range of information via global computer networks
PRIME AIR,Prime Air drone announced Dec 2013,2013,20140521,86287312,PRIME AIR,"009,035",0.1465506738379161,3.9097499556413764,3.76319928180346,"Advertising services; retail store services and online retail store services featuring a wide range of consumer goods; retail store services and online retail store services featuring ink and toner, baby products, cosmetics, personal care a"
BLINK,Blink cameras (acquired 2017),2017,20180126,87772925,AMAZON BLINK,009,-0.12527572305069068,4.777578513823367,4.902854236874058,"Apparatus for reproduction of sound; Computer hardware for recording, transmitting, and streaming images, audio, video, and data files; Camera stands"
RING,Ring (acquired 2018),2018,20140129,86179216,RING,009,0.4098181834265837,5.1613087344492685,4.751490551022685,"Consumer electronic products, namely, doorbells, motion sensors and monitoring equipment, namely, [ video monitors and ] video cameras for monitoring the interior and exterior of homes, retail stores, or offices for security and surveillanc"
